"genes","ERR2984230","ERR2984231","ERR2984232","ERR2984233","ERR2984242","ERR2984243","ERR2984244","ERR2984245"
"ZNF451|ZNF451",778,490,689,410,1533,718,671,730
"BEND6|BEND6",247,168,131,153,323,202,173,269
"COL21A1|COL21A1",55,23,47,22,44,36,30,29
"DST|DST",346,191,319,131,2176,971,276,472
"HMGCLL1|HMGCLL1",144,66,152,139,251,155,107,149
"TINAG|TINAG",695,322,545,625,1774,1494,1622,2103
"LRRC1|LRRC1",90,83,132,39,246,123,127,102
"GCLC|GCLC",1260,854,1176,690,3523,1243,1347,999
"GCM1|GCM1",12,0,4,5,47,32,12,6
"ELOVL5|ELOVL5",21855,14704,27247,14977,30438,11849,10314,16289
"LOC107053135|LOC107053135",148,161,129,117,226,79,85,105
"ICK|ICK",1778,1395,1169,946,3588,1241,1698,1400
"FBXO9|FBXO9",3789,2589,3422,2569,7240,3442,3796,4104
"GSTAL3|GSTAL3",16409,13170,21361,12919,47520,14766,15887,19528
"GSTA4L|GSTA4L",5174,4060,6425,5944,9918,4601,3511,6036
"TMEM14A|TMEM14A",777,676,800,756,1453,685,965,930
"AGPAT5|AGPAT5",565,443,607,393,954,574,533,471
"ANGPT2|ANGPT2",80,36,62,24,121,54,24,40
"MCPH1|MCPH1",24,6,14,15,25,18,5,12
"GSTAL2|GSTAL2",1531,1194,1696,1358,3806,1924,855,1304
"GSTA2|GSTA2",11618,9577,13297,10223,24402,12015,9223,14747
"GSTAL1|GSTAL1",3975,3958,4942,3595,9183,4202,2524,3526
"KBTBD11|KBTBD11",233,165,244,127,377,243,268,363
"ARHGEF10|ARHGEF10",125,51,78,40,209,137,112,263
"CLN8|CLN8",1379,873,1620,769,3003,1309,1202,1514
"ERICH1|ERICH1",82,52,91,49,185,74,58,103
"TDRP|TDRP",36,17,36,21,66,42,12,17
"FBXO25|FBXO25",754,408,504,431,1340,688,1012,953
"FAM110C|FAM110C",278,96,46,41,955,206,331,154
"SH3YL1|SH3YL1",98,83,116,54,153,73,91,89
"ACP1|ACP1",1349,1204,1493,1383,2428,1250,1052,1444
"LOC107053144|LOC107053144",29,58,46,63,64,14,37,33
"TRAPPC12|TRAPPC12",716,477,540,382,1296,551,476,476
"TSSC1|TSSC1",359,278,308,177,652,228,236,297
"RNASEH1|RNASEH1",792,778,677,717,1338,611,541,497
"COLEC11|COLEC11",631,288,631,222,1337,515,488,556
"RPS7|RPS7",7406,10189,10213,10845,15004,9076,11907,10666
"CMPK2|CMPK2",482,869,359,302,791,1126,363,407
"RSAD2|RSAD2",22,19,23,0,38,54,11,27
"RNF144A|RNF144A",687,264,160,454,617,518,262,673
"LOC112532097|LOC112532097",49,50,38,34,230,47,112,59
"ID2|ID2",617,485,878,550,1220,667,670,614
"KIDINS220|KIDINS220",2339,1023,1655,823,3539,1383,1194,2268
"ITGB1BP1|ITGB1BP1",314,306,230,316,515,268,321,355
"CPSF3|CPSF3",930,836,1019,785,1903,802,873,1044
"MBOAT2|MBOAT2",16564,7227,13248,8436,27386,12060,18820,25275
"ASAP2|ASAP2",75,17,39,0,177,107,73,58
"IAH1|IAH1",323,590,325,434,672,326,365,222
"ADAM17|ADAM17",1391,909,1146,796,2885,1162,1418,1329
"YWHAQ|YWHAQ",5319,3698,5987,3179,10128,4701,4038,4382
"KLF11|KLF11",196,309,133,118,432,229,211,146
"LOC421935|LOC421935",138,110,170,247,266,118,156,136
"HPCAL1|HPCAL1",710,729,762,776,1140,820,907,498
"ODC1|ODC1",536,496,554,332,783,352,579,520
"NOL10|NOL10",415,187,366,168,630,336,316,305
"PQLC3|PQLC3",397,186,281,239,683,361,528,441
"ROCK2|ROCK2",906,620,1067,480,2058,828,636,831
"ATP6V1C2|ATP6V1C2",22,13,76,16,54,113,26,9
"E2F6|E2F6",540,538,574,526,981,587,512,598
"LOC112532134|LOC112532134",621,109,209,1046,338,125,347,210
"LPIN1|LPIN1",889,918,672,697,1821,896,1251,1588
"TRIB2|TRIB2",264,263,316,125,516,341,250,279
"LOC112532184|LOC112532184",3,40,19,16,250,20,122,65
"FAM84A|FAM84A",1450,1345,1748,905,3318,1812,1710,2346
"NBAS|NBAS",1207,487,943,339,2744,820,806,1101
"DDX1|DDX1",1684,960,1656,853,2769,1299,1243,1183
"FAM49A|FAM49A",674,257,450,360,1120,758,606,629
"GEN1|GEN1",274,185,281,118,520,219,194,213
"SMC6|SMC6",371,299,333,160,637,299,333,432
"RDH14|RDH14",175,213,181,460,665,393,371,399
"NT5C1B|NT5C1B",56,24,60,66,102,85,71,33
"TTC32|TTC32",659,538,501,734,1341,754,607,542
"WDR35|WDR35",227,143,137,115,366,234,196,229
"LOC112532093|LOC112532093",76,93,34,53,76,63,54,88
"LINC00954|LINC00954",16157,8883,12217,7747,24265,12326,13388,14361
"SDC1|SDC1",988,569,1089,393,2223,890,582,803
"PUM2|PUM2",1626,1239,1378,903,3150,1426,1966,1735
"LOC101748329|LOC101748329",56,17,35,14,12,4,9,0
"RHOB|RHOB",1371,762,882,729,1928,937,3148,1798
"LOC112532141|LOC112532141",21,10,13,11,26,23,26,28
"HS1BP3|HS1BP3",541,319,431,293,973,414,655,450
"LDAH|LDAH",2551,2217,2650,1696,8146,3187,2807,3653
"KLHL29|KLHL29",26,13,6,20,47,15,14,12
"MFSD2B|MFSD2B",15,20,6,25,61,6,11,35
"UBXN2A|UBXN2A",704,485,672,370,1435,581,456,450
"WDCP|WDCP",99,86,111,65,224,112,152,152
"FKBP1B|FKBP1B",185,186,115,149,358,89,91,183
"TP53I3|TP53I3",51,48,33,46,154,71,74,111
"ITSN2|ITSN2",2291,1572,2045,1523,5348,1588,1277,2075
"SF3B6|SF3B6",761,834,911,900,1418,834,943,825
"ZNF512|ZNF512",814,269,618,136,1761,603,799,820
"GPN1|GPN1",618,534,581,569,988,517,564,600
"FNDC4|FNDC4",60,18,137,73,184,100,74,39
"NUMBL|NUMBL",70,79,77,84,132,57,85,66
"IFT172|IFT172",194,162,120,79,360,141,226,175
"NRBP1|NRBP1",458,351,495,258,877,309,305,225
"KRTCAP3|KRTCAP3",504,355,385,730,637,305,389,368
"PPM1G|PPM1G",720,657,840,600,1707,649,548,525
"LOC112532220|LOC112532220",105,38,23,41,31,16,14,10
"ZNF513|ZNF513",204,251,229,208,414,235,159,145
"RNF19AL|RNF19AL",219,266,230,208,436,310,256,154
"SNX17|SNX17",1721,1658,2284,1756,3649,1468,1335,1218
"EIF2B4|EIF2B4",493,481,509,566,1117,317,259,350
"LOC112532242|LOC112532242",56,29,15,6,10,12,8,8
"TMEM214|TMEM214",1137,1163,1761,1244,2730,857,515,404
"AGBL5|AGBL5",136,102,130,60,283,141,135,128
"OST4|OST4",890,1923,1299,1793,1714,1577,1253,1010
"PREB|PREB",286,286,467,259,893,522,351,262
"PRKACA|PRKACA",2343,3888,2171,3456,6980,2348,1504,1622
"EMILIN1|EMILIN1",347,329,576,291,640,498,416,215
"KHK|KHK",1178,2128,2648,1526,5520,4391,1424,1105
"ATRAID|ATRAID",661,975,948,725,1055,1110,825,465
"LOC112532245|LOC112532245",62,26,13,7,13,10,10,9
"CAD|CAD",145,109,168,72,366,97,73,73
"MPV17|MPV17",192,282,178,168,285,212,295,130
"TRIM54|TRIM54",41,48,29,46,109,55,85,52
"DNAJC5G|DNAJC5G",576,737,712,893,1116,535,634,410
"LOC776992|LOC776992",505,395,308,325,916,363,414,401
"LOC112532223|LOC112532223",66,25,12,7,11,9,12,7
"MAPRE3|MAPRE3",537,527,601,528,1040,459,463,434
"LOC112532225|LOC112532225",58,28,10,6,10,10,12,10
"DTNB|DTNB",1988,1314,934,1408,1669,982,1765,726
"ASXL2|ASXL2",1673,991,998,722,3150,1235,1360,1554
"KIF3C|KIF3C",1556,777,734,187,2077,893,405,438
"RAB10|RAB10",5243,3725,4460,3068,9301,3236,3600,3002
"GAREM2|GAREM2",152,185,72,90,143,0,58,48
"HADHA|HADHA",10401,5907,8013,7267,22041,6334,9121,5720
"MIR6578|MIR6578",543,188,430,288,1255,282,648,221
"PTK2B|PTK2B",259,129,164,141,416,201,198,170
"SELENOI|SELENOI",6396,5853,5673,4890,15442,3698,7720,5436
"C3H8ORF80|C3H8ORF80",460,254,309,129,497,515,456,407
"NUGGC|NUGGC",78,31,20,62,113,49,23,26
"PBK|PBK",66,60,53,62,93,33,32,27
"EPHX2|EPHX2",7389,7985,6432,8086,11872,4335,3943,3681
"LOC770996|LOC770996",125,121,30,101,152,62,54,51
"CCDC25|CCDC25",1397,988,1394,1175,2587,1219,1553,1199
"SLC35F6|SLC35F6",71,70,127,64,170,105,90,68
"TRIM35|TRIM35",436,301,258,259,804,302,561,321
"EFR3B|EFR3B",129,50,89,53,287,91,60,105
"ADCY3|ADCY3",311,350,318,337,745,266,409,299
"DNAJC27|DNAJC27",191,92,178,70,327,124,97,117
"PTRHD1|PTRHD1",113,230,141,164,138,92,71,109
"LOC425623|LOC425623",19,25,19,22,51,37,12,29
"NCOA1|NCOA1",1572,835,1340,585,3443,1045,1004,1008
"ZNF395|ZNF395",288,252,172,203,965,272,185,224
"FBXO16|FBXO16",18,14,8,10,21,14,16,16
"ELP3|ELP3",485,319,449,320,850,326,365,358
"FZD3|FZD3",1099,698,1434,695,2357,1034,1182,1085
"EXTL3|EXTL3",1227,1090,1583,922,2840,1044,1227,986
"INTS9|INTS9",335,183,301,177,646,260,210,235
"HMBOX1|HMBOX1",149,126,149,112,388,154,91,194
"APOB|APOB",786944,366715,835103,332220,1538888,670871,690851,844306
"KIF13B|KIF13B",1418,713,879,489,2708,1140,992,1464
"LOC107053182|LOC107053182",136,85,42,79,333,105,110,146
"MSRA|MSRA",1516,851,1433,1426,2471,1319,1394,1310
"OvoDA1|OvoDA1",30,95,544,22,65,248,34,142
"OvoDA1-2|OvoDA1-2",66,139,1131,53,123,244,70,172
"OvoDA3|OvoDA3",17,20,352,15,41,73,0,49
"XKR6|XKR6",333,300,98,164,668,172,258,336
"LOC101752064|LOC101752064",100,141,85,88,223,79,127,100
"PINX1|PINX1",579,247,566,394,985,550,771,807
"SOX7|SOX7",4068,2404,2382,1694,6475,3973,4939,4121
"LOC112532116|LOC112532116",2737,2269,2794,1417,6196,2304,2717,2932
"MTMR9|MTMR9",857,677,688,590,1730,525,593,632
"PKHD1|PKHD1",240,113,181,58,299,97,202,84
"LOC422051|LOC422051",1914,1114,1503,896,3526,1295,1057,1332
"RHAG|RHAG",20,45,61,25,75,24,28,30
"CYP2AC1|CYP2AC1",12053,7436,6153,8461,23025,6645,32080,9492
"CYP2AC2|CYP2AC2",3169,3311,3484,3082,11963,5554,5187,3065
"CENPQ|CENPQ",674,543,520,351,1146,379,262,377
"MUT|MUT",2763,1444,2486,1597,5072,1755,1985,1961
"CDC5L|CDC5L",1898,961,1941,1005,3419,1463,1579,1522
"CLIC5|CLIC5",91,13,52,17,39,16,19,10
"ENPP4|ENPP4",321,159,285,224,555,314,281,318
"SUPT3H|SUPT3H",342,165,349,155,658,356,816,373
"RUNX2|RUNX2",26,31,17,20,19,20,18,12
"BLK|BLK",291,167,171,183,471,208,256,250
"LOC100858393|LOC100858393",13,0,20,7,43,16,6,13
"GATA4|GATA4",509,158,318,141,1046,350,211,401
"AvBD2|AvBD2",24,27,35,9,46,64,131,53
"PAQR8|PAQR8",111,48,45,19,192,79,55,76
"TDH|TDH",25038,14506,19735,11773,67487,24810,26715,21097
"FDFT1|FDFT1",8026,4885,5408,8664,14500,1327,4166,7676
"CTSB|CTSB",8310,5333,7848,4916,19533,10563,8332,7439
"AvBD13|AvBD13",364,1068,691,1023,859,739,587,248
"AvBD11|AvBD11",22,25,62,23,62,187,33,61
"AvBD10|AvBD10",19759,25264,40348,26762,56653,32650,16149,20302
"AvBD9|AvBD9",177950,221002,303079,208686,520334,363940,240688,176976
"AvBD8|AvBD8",5663,5321,5834,6140,6469,3606,4965,2811
"AvBD7|AvBD7",100,33,41,39,62,67,81,32
"AvBD6|AvBD6",31,3,7,39,35,6,18,4
"AvBD1|AvBD1",34,31,55,13,63,52,94,29
"TRAM2|TRAM2",688,407,569,330,1372,521,624,518
"EFHC1|EFHC1",19,12,17,13,42,25,63,31
"LOC112532170|LOC112532170",13,17,9,5,42,15,0,25
"EVA1A|EVA1A",143,220,158,223,348,215,130,113
"MRPL19|MRPL19",525,536,585,518,890,350,399,417
"LOC112532155|LOC112532155",37,30,45,16,155,60,49,54
"GCFC2|GCFC2",123,57,122,26,242,94,107,131
"C3H2ORF3|C3H2ORF3",216,102,198,54,463,148,153,231
"LOC112532089|LOC112532089",45,19,52,12,66,45,31,34
"RCAN2|RCAN2",173,109,129,97,336,132,196,92
"ADGRF5|ADGRF5",117,46,100,50,273,89,134,110
"CD2AP|CD2AP",2741,1881,2776,1966,5230,1876,2322,2424
"ADGRF4|ADGRF4",52,46,14,44,85,26,46,13
"CYP39A1|CYP39A1",6923,5496,6624,4875,16878,5399,5392,5738
"PLA2G7|PLA2G7",780,532,719,446,1626,659,874,669
"IMP3|IMP3",115,192,240,136,308,362,125,109
"TNFRSF21|TNFRSF21",2803,2575,2831,1814,4736,1542,1075,1418
"LOC107049676|LOC107049676",36,12,10,15,44,22,30,26
"ZC4H2|ZC4H2",866,686,728,523,1939,722,933,846
"ZC3H12B|ZC3H12B",307,202,177,164,624,218,356,318
"LAS1L|LAS1L",629,368,647,369,1064,537,410,530
"MSN|MSN",1688,707,1220,572,2692,1684,1097,1336
"VSIG4|VSIG4",1929,869,1017,1046,3027,2174,1259,1703
"HEPH|HEPH",981,556,663,646,2199,960,1097,1266
"LOC107053194|LOC107053194",7,39,13,12,47,11,18,13
"LOC100859173|LOC100859173",21,59,23,44,21,15,35,22
"EDA2R|EDA2R",60,42,46,13,99,39,25,39
"AR|AR",906,596,885,499,2435,818,717,755
"OPHN1|OPHN1",403,245,207,164,752,260,281,175
"YIPF6|YIPF6",886,719,896,570,1797,625,777,714
"FAM155B|FAM155B",0,8,6,0,24,18,6,12
"EFNB1|EFNB1",245,178,284,123,642,284,247,198
"EDA|EDA",422,407,430,376,1076,408,414,381
"IGBP1|IGBP1",467,483,486,540,879,430,675,447
"INPPL1|INPPL1",136,69,86,85,153,103,112,95
"AWAT1|AWAT1",6529,6245,6599,7136,13774,6479,7913,5815
"P2RY4|P2RY4",1422,1172,1540,1281,3051,998,1768,742
"RAB41|RAB41",544,346,343,272,1106,348,390,507
"PCTPL|PCTPL",1030,1163,1257,1239,1927,1237,1858,1224
"PDZD11|PDZD11",878,911,1046,798,1948,739,827,742
"TAF9|TAF9",495,379,409,409,785,359,403,383
"LPAR4|LPAR4",135,62,129,46,274,154,75,89
"P2RY10|P2RY10",89,38,96,47,69,81,90,40
"LOC422147|LOC422147",25,18,31,20,111,32,46,35
"GPR174|GPR174",97,70,71,46,116,77,97,55
"FNDC3AL|FNDC3AL",3737,1629,2427,1216,6080,1689,1662,1790
"CHMP1B|CHMP1B",791,487,738,515,1612,769,593,728
"ENOX2|ENOX2",877,601,901,552,1925,627,666,612
"SLC25A14|SLC25A14",322,307,334,329,543,244,307,217
"RBMX2|RBMX2",769,702,744,758,1084,672,725,663
"MARS2|MARS2",191,255,320,252,467,216,149,151
"AIFM1|AIFM1",1687,1570,1994,1523,3299,1201,1112,1089
"BCORL1|BCORL1",424,224,288,160,727,240,295,361
"UTP14A|UTP14A",664,527,618,518,986,410,439,354
"APLN|APLN",9,47,26,14,21,33,16,13
"OCRL|OCRL",555,453,449,330,1178,489,434,463
"ERCC6L|ERCC6L",48,54,20,17,42,17,12,24
"PIN4|PIN4",377,551,539,544,740,412,491,408
"NHSL2|NHSL2",110,59,91,28,155,63,53,60
"ZDHHC9|ZDHHC9",641,595,588,591,1399,721,807,608
"XPNPEP2|XPNPEP2",6425,2890,4567,3513,9773,3666,3618,3488
"LOC422177|LOC422177",18,17,6,0,22,14,14,0
"FAAH2|FAAH2",819,855,648,784,1381,641,592,471
"EVA1CL|EVA1CL",6,17,13,0,42,32,6,11
"CCNB3|CCNB3",53,24,19,55,45,27,42,0
"SHROOM4|SHROOM4",92,45,74,32,193,92,38,56
"PIH1D3|PIH1D3",10,8,20,8,16,48,9,12
"RBM41|RBM41",103,132,96,146,194,128,114,85
"NUP62|NUP62",351,347,448,368,766,264,315,242
"PRPS1|PRPS1",750,674,839,594,1594,758,726,635
"PHKA1|PHKA1",906,849,544,584,1864,685,755,767
"HDAC8|HDAC8",918,987,980,1066,1874,872,817,693
"RPS4X|RPS4X",9099,13623,11796,13268,19494,12571,13236,10417
"PLP1|PLP1",90,45,20,16,67,18,26,12
"GLRA4|GLRA4",14,8,22,19,12,9,0,4
"TMSB15B|TMSB15B",2988,2453,2806,4625,4686,4271,3617,3072
"RAB9B|RAB9B",339,218,242,215,506,246,195,320
"DRP2|DRP2",22,0,0,5,46,15,6,13
"TMEM35A|TMEM35A",5,11,16,10,16,7,16,0
"TRMT|TRMT",232,262,257,183,478,190,187,216
"BTK|BTK",316,174,281,224,497,276,215,154
"TAF7|TAF7",447,436,402,465,819,417,433,392
"GLA|GLA",227,125,209,151,548,301,350,265
"RPL36A|RPL36A",5629,8984,7186,8780,10674,7020,8421,6435
"TIMM8A|TIMM8A",815,884,955,829,1126,525,416,448
"MGTNIPA2L|MGTNIPA2L",265,221,230,260,426,263,202,190
"F8A3|F8A3",27,67,73,40,107,132,72,45
"DKC1|DKC1",979,737,1091,745,1935,866,1052,1022
"MPP1|MPP1",1928,1812,2493,1386,4846,1670,1953,1200
"F8|F8",356,156,195,121,635,273,122,144
"BRCC3|BRCC3",434,474,441,473,625,315,409,317
"GCNA|GCNA",18,32,29,17,47,0,20,15
"MTCP1|MTCP1",314,70,110,46,654,211,291,314
"FUNDC2|FUNDC2",1323,1144,1248,579,3456,1420,1666,1373
"CMC4|CMC4",741,895,752,1075,958,439,528,587
"OGT|OGT",9828,8272,4652,5254,19211,5855,9122,8596
"RHOGL|RHOGL",3295,1951,2599,1725,5725,2074,2310,2653
"NONO|NONO",2660,1888,3025,1657,4929,1979,1593,1491
"ZMYM3|ZMYM3",711,450,390,290,1462,449,617,513
"LOC428702|LOC428702",210,327,217,349,412,145,405,111
"GJB1|GJB1",3972,3271,3614,4005,6054,3064,3866,2401
"NLGN3|NLGN3",1686,602,800,346,2310,579,1070,833
"MED12|MED12",993,583,756,367,2146,601,840,816
"SESN2|SESN2",36,33,17,25,52,30,33,44
"IL2RG|IL2RG",713,415,484,406,1120,662,471,490
"FOXO4|FOXO4",1282,894,1399,746,3366,1097,1330,1330
"LOC101748744|LOC101748744",24,7,16,0,21,12,9,19
"LOC112532338|LOC112532338",95,82,58,115,165,81,76,80
"SLC7A3|SLC7A3",255,298,311,252,575,172,230,186
"TEX11|TEX11",363,250,201,246,617,295,379,348
"DLG3|DLG3",494,406,561,422,1021,515,496,344
"IL13RA2|IL13RA2",563,300,350,362,1342,486,517,469
"LRCH2|LRCH2",501,289,270,246,936,510,491,610
"FYTTD1L|FYTTD1L",19,25,56,12,88,31,21,22
"SLC6A14|SLC6A14",77,50,67,49,82,116,84,13
"LOC422224|LOC422224",343,318,265,252,395,232,421,272
"PLS3|PLS3",5634,3634,5307,2783,11857,5578,5121,5364
"KLHL9|KLHL9",320,154,272,114,608,315,282,322
"DOCK11|DOCK11",495,173,238,261,549,477,562,604
"IL13RA1|IL13RA1",368,321,261,218,584,324,593,646
"FRMD7|FRMD7",30,39,25,65,30,15,23,26
"STK26|STK26",1959,1167,1566,974,3180,1984,1885,2198
"RAP2C|RAP2C",578,269,478,210,1049,537,401,540
"MBNL3|MBNL3",1889,1493,1755,1374,3330,1401,1663,1474
"HS6ST2|HS6ST2",234,111,191,51,508,250,191,263
"LOC101750312|LOC101750312",13,13,6,14,39,6,8,24
"GPC3|GPC3",146,209,156,151,191,155,211,191
"GPC4|GPC4",10839,8230,10910,6898,20583,9997,10784,10041
"PHF6|PHF6",1033,814,1102,607,1812,838,846,787
"HPRT1|HPRT1",97,50,94,93,213,142,118,75
"LOC112532270|LOC112532270",682,16,21,18,42,59,45,20
"FAM122B|FAM122B",1616,1205,1541,1435,3454,1841,1867,1913
"MOSPD1|MOSPD1",1910,1342,2083,1638,4242,2088,2522,2084
"FHL1|FHL1",217,99,127,84,527,249,187,221
"MMGT1|MMGT1",1183,1245,1356,1173,2338,958,1155,1073
"SLC9A6|SLC9A6",736,528,635,399,1276,416,549,545
"CD40LG|CD40LG",47,50,41,41,39,51,68,26
"HTATSF1|HTATSF1",1080,629,1149,599,2346,1075,1114,1213
"ARHGEF6|ARHGEF6",631,323,503,322,1006,451,560,344
"RBMX|RBMX",1066,510,1031,549,1910,793,1172,885
"TM9SF2L|TM9SF2L",1678,823,1581,912,3162,1555,1605,1758
"MCF2|MCF2",385,274,262,214,625,349,468,368
"F9|F9",11756,7870,11628,9297,19758,9161,11734,9049
"NOX1|NOX1",33,101,44,49,102,22,33,42
"XKRX|XKRX",685,1123,972,1010,1530,448,287,507
"ATP11C|ATP11C",7729,4573,5803,4093,16361,7160,9707,7308
"SYTL4|SYTL4",150,133,101,113,232,91,119,95
"TRMT12|TRMT12",158,141,160,168,328,138,154,119
"CSTF2|CSTF2",683,532,602,502,1131,392,457,363
"SRPX2|SRPX2",25,21,15,9,29,14,25,27
"TSPAN6|TSPAN6",491,303,406,264,978,448,409,455
"PCDH19|PCDH19",74,32,61,37,145,58,22,52
"DIAPH2|DIAPH2",900,584,1293,907,1622,1309,1122,871
"KLHL4|KLHL4",174,51,96,41,265,124,74,103
"DACH2|DACH2",71,81,90,56,244,63,56,81
"CHM|CHM",583,348,493,307,950,416,473,593
"POF1B|POF1B",209,138,177,133,209,157,208,192
"ZNF711|ZNF711",1006,685,600,429,1984,704,775,793
"LOC112532293|LOC112532293",9,10,18,16,13,22,16,9
"APOOL|APOOL",1636,977,1202,785,2609,1213,1698,1681
"HDX|HDX",170,139,190,97,456,141,111,197
"RPS6KA6|RPS6KA6",624,465,492,264,1152,480,572,640
"LOC101750621|LOC101750621",124,53,66,54,143,89,49,94
"SH3BGRL|SH3BGRL",4361,4247,5145,3562,8301,3950,3353,2826
"HMGN5|HMGN5",1368,932,1449,1113,2094,1050,900,1059
"FAM46D|FAM46D",11,8,21,7,46,27,41,30
"ARHGAP36|ARHGAP36",23,5,9,8,44,32,23,12
"RGCCL|RGCCL",121,136,148,168,305,113,203,207
"BRWD3|BRWD3",1912,1370,1039,792,3906,1270,1507,2156
"CLCN5|CLCN5",772,493,704,435,1726,2118,3290,1037
"TRAIL-LIKE|TRAIL-LIKE",612,553,622,345,1045,493,487,493
"CNGA2|CNGA2",35,37,0,12,92,10,63,26
"LOC771612|LOC771612",34,100,48,36,116,49,83,55
"PRRG3|PRRG3",101,99,72,97,172,71,99,81
"CLDN2|CLDN2",870,1041,951,970,2186,732,540,741
"VSIG10L|VSIG10L",719,229,386,121,1263,374,464,548
"LOC112532329|LOC112532329",173,145,154,197,222,116,189,109
"SPRY3|SPRY3",146,81,176,57,303,86,107,49
"LOC771657|LOC771657",89,54,59,59,147,69,68,44
"TMLHE|TMLHE",822,438,785,125,1769,648,792,757
"LOC112532315|LOC112532315",11,52,62,301,62,36,67,78
"LOC112532316|LOC112532316",14,28,16,12,53,34,18,27
"EDNRB2|EDNRB2",2136,1138,1325,717,3186,932,819,770
"LOC422304|LOC422304",15,15,9,22,44,13,15,15
"CETN2|CETN2",510,331,597,621,862,419,491,623
"GLOD5|GLOD5",20,15,22,12,38,22,37,27
"LOC422308|LOC422308",97,35,69,34,93,82,63,72
"KCTD12_1|KCTD12",219,90,129,112,176,179,99,62
"KLF8|KLF8",17,13,57,20,32,45,24,19
"VAMP7|VAMP7",1718,1309,1695,1004,3655,1687,1541,1910
"ZNF185L|ZNF185L",109,107,66,81,174,62,47,68
"POLR1D|POLR1D",96,149,169,137,166,123,97,100
"SLAINL|SLAINL",140,183,173,102,299,67,100,88
"NSDHL|NSDHL",3408,1701,3806,2934,9143,1999,1441,4077
"LOC101749773|LOC101749773",162,158,155,132,251,168,136,89
"RRAGA|RRAGA",736,546,792,541,1584,706,644,693
"MTMR8|MTMR8",737,530,780,387,1532,532,548,648
"AMER1|AMER1",349,242,312,223,731,295,209,333
"LOC101751268|LOC101751268",102,46,48,16,310,67,156,241
"RASL11AL|RASL11AL",78,41,76,50,52,103,43,51
"USP12-like|USP12-like",1683,1035,1529,938,3147,1199,1297,1466
"LOC107052080|LOC107052080",20,0,8,0,34,13,24,9
"VEGFRKDRL|VEGFRKDRL",4025,1663,3270,1518,9523,3302,2524,3565
"CHIC1|CHIC1",312,198,302,107,598,305,365,288
"LOC112532292|LOC112532292",132,178,119,187,239,131,205,158
"EPFIP1L|EPFIP1L",844,737,838,558,1470,656,607,651
"LOC422320|LOC422320",1138,693,1093,833,2884,1074,1089,1172
"SLC16A2|SLC16A2",1015,600,959,498,3479,1093,1531,982
"RLIM|RLIM",912,569,799,508,1842,804,766,844
"UPRT|UPRT",136,151,145,120,280,113,106,81
"ABCB7|ABCB7",1353,745,1028,692,2656,921,1242,1203
"ZDHHC15|ZDHHC15",580,397,454,354,1314,524,657,641
"ATRX|ATRX",1239,819,1237,636,2253,872,1155,1181
"MAGT1|MAGT1",3816,2126,3812,2432,7751,3585,2924,2992
"AMOT|AMOT",408,271,262,216,820,317,467,364
"ALG13|ALG13",88,78,88,78,200,94,71,90
"CHRDL1|CHRDL1",37,21,69,19,66,22,18,37
"PAK3|PAK3",668,351,569,322,1454,507,635,590
"PGK1|PGK1",11181,9005,14500,7808,25688,9470,5071,8203
"LOC107052086|LOC107052086",262,312,214,286,481,284,282,289
"LOC107052085|LOC107052085",1397,2040,2036,2387,2591,1235,784,881
"TMEM164|TMEM164",141,44,135,42,265,124,73,89
"AMMECR1|AMMECR1",816,383,437,286,1198,544,628,839
"ACSL4|ACSL4",510,419,334,270,808,362,238,387
"NXT2|NXT2",352,303,403,263,778,352,463,412
"IRS4|IRS4",708,488,693,641,1706,1610,1529,1877
"COL4A5|COL4A5",26,16,24,14,62,41,23,36
"COL4A6|COL4A6",13,3,30,5,24,25,4,4
"ATG4A|ATG4A",709,426,539,390,1010,489,483,498
"SMARCA1|SMARCA1",892,543,767,553,1706,848,863,981
"TENM1|TENM1",58,82,75,120,90,114,147,67
"SH2D1A|SH2D1A",75,43,52,48,91,113,98,57
"SYTL2L|SYTL2L",198,32,127,21,100,106,85,86
"RAB39B|RAB39B",604,493,447,230,1225,613,643,656
"LOC772071|LOC772071",7564,5972,6452,5363,15863,5664,6428,6870
"GAB3|GAB3",113,88,116,62,351,140,117,195
"STAG2|STAG2",2133,1312,1994,1202,4191,2042,2272,2443
"XIAP|XIAP",1336,1009,1156,703,3285,1223,1361,1231
"THOC2|THOC2",2705,1771,1698,1303,5035,1907,2234,2836
"LOC107052096|LOC107052096",24,19,8,14,27,11,22,14
"C1GALT1C1|C1GALT1C1",358,340,494,329,794,425,413,440
"MCTS1|MCTS1",932,985,1255,1115,1518,845,688,667
"ATP1B4|ATP1B4",7,21,21,4,20,14,17,11
"LAMP2|LAMP2",5407,4432,6484,4163,11020,5383,4638,4729
"TMEM255A|TMEM255A",1912,1637,1606,1653,2550,1338,2006,2090
"NKAP|NKAP",429,354,426,318,726,405,422,274
"RPL39|RPL39",6237,8439,8787,9636,14131,10235,9859,7903
"LOC112532465|LOC112532465",11,16,8,6,23,16,8,10
"SEPT6|SEPT6",1685,1001,1383,846,3116,1131,1257,1400
"NKRF|NKRF",456,275,619,310,746,276,232,239
"UBE2A|UBE2A",621,398,540,299,1134,524,521,492
"C4HXorf56|C4HXorf56",899,801,931,806,1285,698,776,669
"SLC25A43|SLC25A43",185,195,179,132,344,192,191,139
