"genes","CN_2w_2","CN_2w_1","CN_4w_1","HT_3hr_1","HT_3hr_2","HT_3hr_4"
"RPL3|RPL3",7595,25698,24820,602,226,174
"CBX6|CBX6",111,228,633,0,0,0
"NPTXR|NPTXR",1049,7394,5263,115,136,105
"GTPBP1|GTPBP1",451,1308,1846,730,494,404
"JOSD1|JOSD1",293,930,1267,3515,1145,1674
"CBY1|CBY1",19,183,99,38166,18278,9657
"LOC101747255|LOC101747255",0,18,22,2748,929,851
"KCNJ4|KCNJ4",14,41,17,59,74,82
"CSNK1E|CSNK1E",130,295,542,699,318,378
"DNAL4|DNAL4",152,575,508,27462,12774,10968
"FAM20CL|FAM20CL",23933,109046,84049,85,35,24
"SUN2|SUN2",1533,6257,6743,848,423,749
"DDX17|DDX17",3233,7677,11735,37266,21751,18749
"KDELR3|KDELR3",14,23,49,3,0,4
"TMEM184B|TMEM184B",567,2031,2635,1,0,1
"MAFF|MAFF",129,529,531,899,289,231
"PLA2G6|PLA2G6",243,620,708,6411,2324,1705
"SLC16A8|SLC16A8",0,14,7,1834,814,822
"BAIAP2L2|BAIAP2L2",95,432,389,98,37,16
"PICK1|PICK1",99,321,426,59,35,15
"MICALL1|MICALL1",79,297,589,45,27,13
"LOC107053682|LOC107053682",0,0,0,566,258,206
"C1H22orf23|C1H22orf23",0,0,0,16770,6710,8580
"POLR2F|POLR2F",282,1151,1015,52,24,16
"ANKRD54|ANKRD54",201,746,911,3778,1218,1287
"EIF3L|EIF3L",1399,3681,3698,510,174,181
"NOL12|NOL12",111,887,611,608,231,215
"SH3BP1|SH3BP1",37,102,207,488,245,208
"GCAT|GCAT",1454,6704,4401,1225,660,772
"TRIOBP|TRIOBP",590,2274,2509,647,205,236
"LGALS2|LGALS2",41,162,272,916,452,417
"GGA1|GGA1",816,2796,3435,665,361,415
"SSTR3|SSTR3",0,8,11,137227,66624,59471
"C1QTNF6|C1QTNF6",32,37,83,2854,1001,1286
"IL2RB|IL2RB",88,171,415,0,2,2
"CDC42EP1|CDC42EP1",1713,6807,6641,8392,3472,2677
"CARD10|CARD10",122,271,346,48,49,24
"CYTH4|CYTH4",117,200,748,587,265,259
"RAC2|RAC2",349,687,1754,29,49,33
"TMPRSS6|TMPRSS6",3833,13423,15005,234,145,137
"KCTD17|KCTD17",33,83,133,127,107,53
"LOC107053839|LOC107053839",0,0,0,3689,1618,1208
"PVALB|PVALB",0,0,0,4774,1708,1634
"IFT27|IFT27",44,95,276,13,0,7
"TEX33|TEX33",0,14,16,722,163,320
"MPST|MPST",959,2885,3119,10730,5166,3900
"TST|TST",1882,8370,5692,15,8,6
"EIF3D|EIF3D",1229,3702,3987,0,0,0
"RASD2|RASD2",9,20,30,131,66,36
"MCM5|MCM5",93,778,254,541,308,372
"RBFOX2|RBFOX2",146,780,681,1244,925,611
"LOC107053630|LOC107053630",3,8,27,247,155,149
"FOXRED2|FOXRED2",64,137,234,166,54,72
"TXN2|TXN2",866,3185,2292,26961,11399,14026
"LOC112533484|LOC112533484",9,20,38,452,228,231
"MYH9|MYH9",2813,5046,12482,185,147,161
"LOC112533496|LOC112533496",13,22,19,0,0,0
"ISX|ISX",7,18,11,332,187,235
"TOM1|TOM1",162,549,645,6063,1896,2407
"HMGXB4|HMGXB4",111,393,414,10770,5227,4678
"LOC107053592|LOC107053592",14,52,9,6973,2949,2396
"LOC107053589|LOC107053589",9,10,0,50,23,30
"LARGE1|LARGE1",76,208,278,786,313,388
"BPIFCB|BPIFCB",6,29,41,18,7,15
"LOC107053588|LOC107053588",0,0,0,198,109,76
"SYN3|SYN3",14,29,41,4203,1738,1808
"PRDM4|PRDM4",21,120,99,13132,5610,5952
"RTCB|RTCB",912,3050,4109,1121,399,423
"PWP1|PWP1",292,1666,1480,443,198,155
"BTBD11|BTBD11",63,74,233,10463,6161,6202
"MTERF2|MTERF2",97,306,263,27,0,43
"RIC8B|RIC8B",314,906,1184,942,625,1063
"POLR3B|POLR3B",144,529,730,614,206,256
"TCP11L2|TCP11L2",215,342,903,0,0,0
"CKAP4|CKAP4",241,605,1093,50,26,32
"APPL2|APPL2",315,821,1261,2658,1113,1102
"CHST11|CHST11",4,6,24,136,53,31
"ALDH1L2|ALDH1L2",22,118,151,4897,1533,1491
"LOC112533513|LOC112533513",0,15,16,1118,354,318
"C1H12ORF45|C1H12ORF45",135,491,472,24,7,4
"SLC41A2|SLC41A2",416,1413,1642,125,75,77
"NUAK1|NUAK1",466,1701,2458,5876,3252,2380
"LOC112533504|LOC112533504",21,24,43,2064,607,681
"TXNRD1|TXNRD1",226,655,789,1614,491,635
"TDG|TDG",209,562,872,750,315,342
"C1H12ORF73|C1H12ORF73",132,567,450,1480,1012,1725
"HCFC2|HCFC2",352,1068,1582,1542,526,587
"NFYB|NFYB",239,534,715,33,37,38
"ASCL1|ASCL1",19,55,48,3573,1357,1411
"NT5DC3|NT5DC3",65,187,227,46,44,33
"STAB2|STAB2",404,490,1397,0,0,0
"HSP90B1|HSP90B1",12235,85525,104071,1458,562,717
"THL|THL",4,11,24,1663,650,508
"IGF1|IGF1",38,154,242,34,20,15
"PARPBP|PARPBP",9,9,6,148,62,55
"PMCH|PMCH",0,0,0,414,262,219
"NUP37|NUP37",125,459,453,30,16,17
"WASHC3|WASHC3",224,617,945,1521,621,395
"PAH|PAH",5314,11004,13612,1948,884,1060
"MYBPC1|MYBPC1",0,3,5,1035,377,357
"LOC112533534|LOC112533534",0,0,0,479,299,270
"GNPTAB|GNPTAB",594,1468,2413,60,40,24
"SYCP3|SYCP3",10,127,86,269,78,61
"CHPT1|CHPT1",54,70,289,3307,879,801
"PARP12|PARP12",344,658,1527,106371,42906,22666
"TBXAS1|TBXAS1",170,274,950,15,5,7
"LOC107053513|LOC107053513",0,0,0,219,225,103
"LOC112533565|LOC112533565",0,0,0,451,221,217
"LOC107053481|LOC107053481",0,8,12,454,340,238
"LOC112533564|LOC112533564",0,0,0,1413,698,806
"SVOPL|SVOPL",122,376,444,32035,11558,11425
"HIPK2|HIPK2",2204,7576,8984,0,0,0
"KIAA1549|KIAA1549",373,1006,1560,0,0,0
"LOC418108|LOC418108",165,599,617,101,49,33
"LOC107053480|LOC107053480",116,141,182,280,221,111
"AKR1D1|AKR1D1",1074,1816,3230,2074,1297,1094
"KDM7A|KDM7A",411,861,1604,1030,547,529
"SLC37A3|SLC37A3",236,643,644,0,7,4
"CGTL|CGTL",4403,8821,15274,39,93,32
"LOC418114|LOC418114",114,392,396,7,0,6
"ADCK2|ADCK2",121,359,309,3112,1861,3045
"MKRN1|MKRN1",1026,2730,3542,545,314,712
"LOC107053476|LOC107053476",7,12,43,16043,5753,5207
"DENND2A|DENND2A",119,521,629,1926,981,830
"MRPS33|MRPS33",313,1340,982,41,11,8
"AGK|AGK",169,459,546,866,458,293
"LOC100858131|LOC100858131",4,5,6,486,329,195
"BRAF|BRAF",293,520,1004,4274,2467,2049
"NDUFB2|NDUFB2",815,3575,2277,1963,789,947
"KIAA1147|KIAA1147",191,413,944,28012,9523,12332
"SSBP1|SSBP1",211,840,664,1245,515,756
"PTN|PTN",21,58,112,36,38,40
"DGKI|DGKI",5,0,10,5472,2355,2546
"CREB3L2|CREB3L2",2979,9038,14710,13,13,6
"CHRM2|CHRM2",423,882,1428,682,238,213
"MIR490|MIR490",0,0,0,992,354,388
"MIR490",0,0,0,569,221,365
"PKP2|PKP2",0,10,16,1511,632,642
"YARS2|YARS2",106,441,479,3186,2105,1902
"SLC13A4|SLC13A4",13,88,91,756,329,387
"C7orf73|C7orf73",279,861,891,1733,456,710
"DNM1L|DNM1L",566,1576,2368,0,0,0
"KIAA1551|KIAA1551",310,698,1577,156,125,62
"MIR6700",0,0,0,2364,1061,1133
"AMN1|AMN1",60,146,175,0,0,0
"ETFBKMT|ETFBKMT",58,250,208,0,0,0
"SINHCAF|SINHCAF",84,390,480,0,0,0
"CAPRIN2|CAPRIN2",42,143,142,19303,7981,11964
"IPO8|IPO8",222,442,935,15,38,10
"DENND5B|DENND5B",1875,4741,7192,132,93,75
"ZFP2|ZFP2",0,0,0,1343,913,853
"LOC101748011|LOC101748011",0,0,0,11680,5829,5834
"DDX11|DDX11",18,64,76,3181,1391,1433
"WASHC1|WASHC1",143,393,510,440,320,288
"CCDC77|CCDC77",10,32,42,29,10,21
"LOC112530013|LOC112530013",0,0,0,1880,953,926
"KDM5A|KDM5A",326,869,1516,253,135,146
"LOC107053437|LOC107053437",12,18,47,213,119,94
"SLC6A12|SLC6A12",3136,8086,6688,423,191,209
"LOC107053441|LOC107053441",20,65,50,198,62,93
"WNT5B|WNT5B",77,351,254,11137,3929,3728
"FBXL14|FBXL14",158,792,602,1307,413,677
"WNK1|WNK1",727,1777,3361,254,93,98
"RAD52|RAD52",18,32,26,0,0,0
"ERC1|ERC1",528,1675,2455,0,0,0
"ADIPOR2|ADIPOR2",1883,5167,5430,648,325,278
"LRTM2|LRTM2",11,12,7,62,12,20
"IL17RA|IL17RA",192,532,930,22,52,12
"DCP1B|DCP1B",80,148,278,26,18,17
"CECR5|CECR5",1038,3228,3702,1919,730,813
"CECR1|CECR1",320,1100,1135,8603,4572,8924
"CECR2|CECR2",53,65,186,50,57,133
"ATP6V1E1|ATP6V1E1",1029,3429,4132,4606,1402,1672
"PEX26|PEX26",138,471,580,27,7,8
"USP18|USP18",45,60,150,472,221,144
"LOC107053352|LOC107053352",18,19,46,761,370,238
"AKR1B10L1|AKR1B10L1",240,332,893,3188,991,1413
"BCL2L13|BCL2L13",464,2320,2082,10,8,19
"BID|BID",493,2496,1407,1142,486,579
"LOC107053369|LOC107053369",16,23,37,9933,3056,3331
"LOC112530022|LOC112530022",28,33,40,0,0,0
"AKR1B10L3|AKR1B10L3",1525,4033,5273,7,8,7
"LOC112530028|LOC112530028",18,44,57,33,14,10
"BPGM|BPGM",70,210,275,361,202,163
"AKR1E2|AKR1E2",392,1262,1351,5414,1746,2187
"AKR1B10L4|AKR1B10L4",210,764,674,2168,581,500
"AKR1B1L|AKR1B1L",207,829,827,282,94,187
"RERG|RERG",19,23,40,4981,2662,1862
"LOC107054197|LOC107054197",6,11,20,967,445,396
"STRAP|STRAP",487,1369,2161,0,0,0
"LOC107054199|LOC107054199",19,84,73,212,316,166
"DERA|DERA",316,952,928,25,26,17
"MGST1|MGST1",3972,16214,12742,3202,1053,1343
"PIK3C2G|PIK3C2G",25,12,91,4212,1236,2326
"RERGL|RERGL",48,141,234,41,15,44
"AEBP2|AEBP2",188,422,648,1243,321,411
"PLEKHA5|PLEKHA5",247,461,827,55,44,14
"PDE3A|PDE3A",78,153,208,372,162,147
"LOC107054151|LOC107054151",7,4,6,48,70,4
"LOC112530062|LOC112530062",4,0,6,26,15,16
"SLCO1B1|SLCO1B1",37,108,72,6948,3042,3306
"SLCO1B3|SLCO1B3",4720,8274,15844,86,22,16
"PYROXD1|PYROXD1",52,215,308,1273,631,408
"RECQL|RECQL",79,174,359,744,366,259
"GOLT1B|GOLT1B",111,285,451,982,445,454
"LOC101748166|LOC101748166",0,27,36,1532,841,740
"SLCO1A2|SLCO1A2",5372,11775,17585,0,0,0
"C3AR1|C3AR1",157,120,662,115,40,37
"SOX5|SOX5",215,466,579,1253,606,655
"MIR6608-1|MIR6608-1",0,0,0,92,46,32
"MIR6608-1",0,0,0,300,113,139
"MIR6608-2|MIR6608-2",0,0,0,1153,460,622
"C2CD5|C2CD5",306,771,1066,817,423,375
"KCNJ8|KCNJ8",50,92,127,18933,9699,10789
"CMAS|CMAS",238,916,1014,214,195,70
"LDHB|LDHB",2874,17357,14067,84,117,44
"MIR7451",0,0,0,28656,13869,18168
"CASC1|CASC1",0,10,14,311,160,168
"GYS2|GYS2",1094,1823,3632,380,221,175
"ETFRF1|ETFRF1",166,640,418,28505,11374,15678
"KRAS|KRAS",446,1107,1536,0,0,0
"RASSF8|RASSF8",310,700,783,974,542,397
"SSPN|SSPN",21,47,64,0,0,0
"BHLHE41|BHLHE41",412,826,647,0,0,0
"ITPR2|ITPR2",730,1936,3233,3550,1511,1810
"INTS13|INTS13",919,2912,4514,743,434,426
"FGFR1OP2|FGFR1OP2",563,1512,1937,1037,614,607
"TM7SF3|TM7SF3",107,290,444,273,103,93
"MED21|MED21",106,411,445,137,64,89
"STK38L|STK38L",260,737,1047,18650,7340,7574
"A4GALT|A4GALT",8,16,41,0,0,0
"CYB5R3|CYB5R3",343,947,1503,6762,3163,3781
"ENDOUL|ENDOUL",19,401,426,7,5,6
"PPFIBP1|PPFIBP1",1298,4323,6222,1872,908,734
"ARFGAP3|ARFGAP3",630,2589,3868,1282,443,382
"PACSIN2|PACSIN2",851,1394,3131,121,66,27
"BIK|BIK",33,99,53,4754,2028,2414
"TSPO|TSPO",274,1229,951,5360,2121,2036
"TTLL12|TTLL12",385,865,1139,2696,994,1057
"MPPED1|MPPED1",77,366,521,596,304,333
"SCUBE1|SCUBE1",14,30,54,673,303,284
"LOC101747370|LOC101747370",0,0,0,1474,615,656
"ARHGAP8|ARHGAP8",34,147,190,7145,2408,3286
"PHF21B|PHF21B",0,7,4,307,193,145
"NUP50|NUP50",921,2712,3556,3705,1411,1803
"RIBC2|RIBC2",0,0,0,60,22,78
"SULT4A1|SULT4A1",204,493,621,89,44,72
"LOC112530103|LOC112530103",20,31,40,1374,639,539
"PNPLA3|PNPLA3",20062,45619,57356,986,460,375
"SAMM50|SAMM50",627,2224,2027,2129,882,900
"ATXN10|ATXN10",97,231,341,249,229,153
"LOC107053997|LOC107053997",0,0,0,81,89,25
"FBLN1|FBLN1",774,2828,3046,21,27,20
"LOC101749388|LOC101749388",108,170,171,183,126,126
"MIRLET7A3|MIRLET7A3",0,0,0,818,405,301
"MIRLET7B|MIRLET7B",1,2,1,227,152,179
"CDPF1|CDPF1",84,299,375,182,95,75
"PKDREJ|PKDREJ",36,69,87,24,7,9
"PPARA|PPARA",2183,4065,6879,0,0,0
"TTC38L|TTC38L",1104,3050,3956,0,0,0
"TTC38|TTC38",1552,3723,4400,4645,2287,1938
"ZC3HAV1|ZC3HAV1",1087,2421,3340,3126,1476,1331
"LOC101749705|LOC101749705",20,139,143,63239,26665,28687
"MIR1727-1|MIR1727-1",0,0,0,8744,3608,3749
"BCL2L14|BCL2L14",634,1979,3158,7,6,0
"MANSC1|MANSC1",150,768,778,515,252,183
"LRP6|LRP6",267,548,1032,0,0,0
"BORCS5|BORCS5",157,656,736,9,0,6
"LOC107053991|LOC107053991",19,29,26,5236,3227,3503
"DUSP16|DUSP16",588,1585,2220,383,209,278
"CREBL2|CREBL2",457,973,1608,0,0,0
"GPR19|GPR19",24,70,75,0,0,0
"LOC101751866|LOC101751866",22,32,64,3,1,1
"KLHL42|KLHL42",51,138,246,15513,6157,7641
"MRPS35|MRPS35",206,844,785,428,305,190
"CDKN1AL|CDKN1AL",165,1003,1221,136,49,31
"CDKN1B|CDKN1B",434,1530,1822,6436,2478,2955
"CCDC91|CCDC91",77,155,292,8768,2560,3550
"FGF23|FGF23",58,143,209,96,96,28
"FAR2|FAR2",124,262,372,738,341,267
"C1H12ORF4|C1H12ORF4",112,329,478,17,4,7
"TIGAR|TIGAR",151,636,758,4857,2795,2227
"CCND2|CCND2",385,734,1308,755,399,321
"LOC112530139|LOC112530139",242,1086,862,1437,679,976
"LOC112530138|LOC112530138",8,7,6,55,31,0
"KCNA1|KCNA1",0,0,0,806,648,78
"KCNA6|KCNA6",15,60,44,45,21,18
"NDUFA9|NDUFA9",1058,3115,4176,2328,1106,1535
"LOC107055508|LOC107055508",0,0,0,108,51,48
"CD9|CD9",12,29,33,447,1012,264
"NOBOX|NOBOX",14,12,37,59,28,43
"LOC107054332|LOC107054332",74,363,371,309,174,177
"LOC107054259|LOC107054259",36,14,60,1068,500,624
"VWF|VWF",583,921,3598,190,171,178
"LOC107054318|LOC107054318",38,84,65,333,141,149
"PARP11|PARP11",164,610,685,530,258,400
"TSPAN9|TSPAN9",136,234,436,0,0,0
"LOC107054376|LOC107054376",0,0,0,326,236,194
"TEAD4|TEAD4",160,271,294,650,341,355
"LOC107054374|LOC107054374",11,14,17,1827,875,1033
"TULP3|TULP3",728,2418,3512,851,360,416
"FOXM1|FOXM1",111,444,449,26,8,5
"ITFG2|ITFG2",311,987,1097,64,24,25
"FKBP4|FKBP4",1133,3934,4726,35,17,15
"LOC101748309|LOC101748309",219,738,702,5420,2305,2732
"NECAP1|NECAP1",915,2922,3394,56,25,35
"MFAP5|MFAP5",0,19,11,19,30,16
"LOC101748787|LOC101748787",9,25,16,5,25,6
"RIMKLB|RIMKLB",29,61,109,231,62,185
"A2ML1|A2ML1",19,55,105,5147,1974,2096
"PHC1|PHC1",401,1174,1589,547,206,332
"M6PR|M6PR",1689,5434,7170,106,89,65
"A2ML2|A2ML2",14365,31081,50311,477,250,244
"LOC107055595|LOC107055595",9,85,40,1244,256,627
"LOC112530172|LOC112530172",40,80,201,4,0,3
"OVSTL|OVSTL",93,132,506,25,10,10
"CSTB|CSTB",218,852,767,1586,553,756
"CASR|CASR",54,97,203,12,0,6
"MAN1A2|MAN1A2",632,2023,2897,9021,3474,2655
"CCDC58|CCDC58",170,745,476,1061,383,445
"FAM162A|FAM162A",278,1364,879,5088,1970,2040
"TAPBPL|TAPBPL",97,231,465,0,0,0
"KPNA1|KPNA1",334,993,1603,232,195,132
"MIR6553",0,0,0,2098,794,897
"SCNN1A|SCNN1A",44,63,114,20,18,6
"CNP1|CNP1",70,357,170,152,56,80
"MRPL51|MRPL51",325,1146,824,77,156,203
"NCAPD2|NCAPD2",82,351,379,2020,677,793
"LOC112531645|LOC112531645",7,10,13,8835,4364,4535
"LOC112532692|LOC112532692",0,24,22,96750,31150,47386
"TRNAL-UAG",0,0,0,41,143,92
"LOC425756|LOC425756",5571,21598,19546,348,158,112
"LOC112530166|LOC112530166",7,59,23,328,142,82
"IFFO1|IFFO1",125,414,426,78,47,54
"LPAR5|LPAR5",15,22,91,143,52,74
"ING4|ING4",182,573,634,4651,1706,2305
"LOC107054512|LOC107054512",33,57,170,1105,622,506
"NOP2|NOP2",263,1180,1118,42,34,50
"CHD4|CHD4",781,1727,3662,1165,629,622
"ZNF384|ZNF384",248,567,1059,527,274,243
"COPS7A|COPS7A",681,2570,2225,323,117,96
"LOC100859057|LOC100859057",0,7,12,141,268,59
"LOC112530195|LOC112530195",16,56,80,1263,817,771
"LAG3|LAG3",10,20,39,214,109,129
"GPR162|GPR162",27,61,87,511,148,167
"CD4|CD4",35,70,146,8,4,2
"PTMS|PTMS",4529,15526,15635,152648,54076,67366
"USP5|USP5",685,2464,2411,19871,11715,7465
"LRRC23|LRRC23",55,281,163,33,4,11
"ATN1|ATN1",119,489,533,34030,17007,13584
"TPI1|TPI1",3807,16290,13524,561,723,677
"C1H12ORF57|C1H12ORF57",675,4147,1986,590,248,201
"PTPN6|PTPN6",843,1699,3786,56,61,16
"PHB2|PHB2",1713,7450,5424,0,0,0
"EMG1|EMG1",82,509,351,0,0,0
"LPCAT3|LPCAT3",417,1855,1712,1170,381,345
"LOC107054527|LOC107054527",44,42,113,5019,1666,2076
"C1R|C1R",3656,9609,13939,84654,43381,27641
"RBP5|RBP5",118,521,407,829,348,413
"CLSTN3|CLSTN3",177,453,781,1389,529,680
"LOC418298|LOC418298",521,2934,1904,38,9,9
"LOC107054533|LOC107054533",5,8,14,160,34,103
"EPHA1|EPHA1",9,37,55,26,16,34
"PEX5|PEX5",840,3295,3834,3361,1453,1433
"CLCN1|CLCN1",8,44,54,52,26,30
"ZYX|ZYX",508,1926,1703,4730,2120,2090
"RAP1GAP1|RAP1GAP1",73,224,230,105,43,19
"TMEM139|TMEM139",8,7,25,121,103,93
"CASP2|CASP2",246,746,642,76,22,16
"LOC112530226|LOC112530226",0,1,2,835,277,326
"LOC112532702|LOC112532702",5,19,11,29899,10103,9200
"CD163|CD163",0,11,16,3708,1194,947
"KEL|KEL",9,32,88,918,177,227
"LOC107054566|LOC107054566",0,0,0,2887,1824,1164
"GSTK1|GSTK1",1457,5476,5363,4500,2122,2217
"LOC112530256|LOC112530256",0,1,2,8439,3766,2940
"LOC769044|LOC769044",94,93,302,2567,758,973
"PRSS2|PRSS2",0,0,0,167,20,66
"LOC107054567|LOC107054567",0,0,0,31618,14382,11538
"LOC107054568|LOC107054568",0,0,0,467,373,214
"LOC107050394|LOC107050394",0,0,0,2570,630,871
"PRSS3|PRSS3",0,0,0,5224,2025,2450
"KLK7|KLK7",0,0,0,55,18,24
"LOC107055482|LOC107055482",0,7,4,2738,993,664
"ERR2984226.1567|LOC112530245",5,16,44,35,13,39
"ERR2984226.1569|LOC112529966",5,16,33,13,9,25
"SYCE3|SYCE3",0,0,0,26287,9713,13163
"STYK1|STYK1",22,46,84,42,9,13
"YBX3|YBX3",825,3327,2621,7770,3295,4406
"LOC107054599|LOC107054599",11,30,22,184,158,134
"GABARAPL1|GABARAPL1",493,1199,1735,0,0,0
"LOC101750690|LOC101750690",106,336,429,0,0,0
"HSD3B1|HSD3B1",77,173,274,0,0,0
"HAO2|HAO2",850,1548,2538,139,223,126
"DUSP12|DUSP12",41,203,176,1,4,5
"SPAG17|SPAG17",12,50,50,5,5,2
"USF3|USF3",77,66,340,0,0,0
"SIDT1|SIDT1",31,63,76,7,8,2
"SPICE1|SPICE1",80,311,472,30,18,8
"TRNAS-AGA_3",0,0,0,79,117,58
"CTC1|CTC1",83,161,370,3884,1824,1253
"ATP6V1A|ATP6V1A",650,1970,2707,0,0,0
"NAA50|NAA50",874,3620,3452,8,7,0
"LOC107054727|LOC107054727",8,20,51,13,25,6
"METTL16|METTL16",115,413,515,0,1,2
"POLQ|POLQ",10,9,43,2570,1137,1627
"GTF2E1|GTF2E1",91,577,473,0,0,0
"RABL3|RABL3",341,1151,1462,5,3,0
"NDUFB4|NDUFB4",626,3215,2169,0,0,0
"FSTL1|FSTL1",130,384,361,0,0,0
"LOC107054688|LOC107054688",32,58,139,12,23,5
"GPR156|GPR156",8,94,92,3,4,0
"HGD|HGD",6051,17780,17889,678,212,227
"LOC107054682|LOC107054682",0,0,0,4478,2660,4642
"LOC107054680|LOC107054680",0,0,0,53,20,18
"LOC107054681|LOC107054681",0,0,0,275,147,97
"GSK3B|GSK3B",278,922,1288,31,19,9
"COX17|COX17",606,1939,1552,1076,285,358
"LOC101749284|LOC101749284",0,0,0,734,369,340
"POPDC2|POPDC2",40,91,171,380,60,206
"PLA1A|PLA1A",626,1736,2829,96,52,66
"MAB21L3|MAB21L3",70,171,340,22,7,28
"SLC22A15|SLC22A15",113,161,438,3379,1447,1383
"ATP1A1|ATP1A1",2088,9007,15261,4715,1658,1626
"VANGL1|VANGL1",447,1363,1581,33,15,16
"B4GALT3|B4GALT3",74,242,323,661,264,401
"B4GALT4|B4GALT4",301,1224,1051,0,0,0
"CHD1L|CHD1L",81,337,247,0,0,0
"FAAHL|FAAHL",365,1143,1430,474,105,205
"TMEM39A|TMEM39A",417,1547,1577,1403,746,689
"LOC107054759|LOC107054759",6,10,0,636,319,266
"LSAMP|LSAMP",59,28,75,87,29,33
"LOC101751152|LOC101751152",0,0,0,484,215,224
"DRD3|DRD3",9,19,20,0,0,0
"G6PD|G6PD",7,47,54,871,375,299
"CCDC191|CCDC191",72,113,215,132,27,82
"ZDHHC23|ZDHHC23",49,214,292,49,30,11
"GRAMD1C|GRAMD1C",590,2151,2511,9,10,8
"QTRT2|QTRT2",110,462,525,0,0,0
"LOC107054757|LOC107054757",53,40,101,1451,612,593
"CLDND1|CLDND1",4620,20798,20389,30261,10959,9248
"SPIRE1L|SPIRE1L",0,0,0,2996,1744,1380
"CFAP44|CFAP44",28,42,80,311,90,121
"BOC|BOC",12,38,40,2045,1443,1236
"NEPRO|NEPRO",174,501,504,3462,1507,1903
"TAF13|TAF13",374,1592,1459,9,4,6
"CD200R1L|CD200R1L",6,0,10,306,102,159
"GTPBP8|GTPBP8",162,643,790,657,146,402
"LOC107054854|LOC107054854",0,0,0,2129,697,845
"CCDC80|CCDC80",37,40,133,359,144,207
"SLC35A5|SLC35A5",153,523,695,2380,848,991
"ATG3|ATG3",241,958,1092,2227,905,747
"F5|F5",6707,15723,28909,484,260,257
"TBX19|TBX19",30,140,149,1568,554,468
"CCDC181|CCDC181",40,87,109,13,11,3
"SLC19A2|SLC19A2",164,478,264,1,1,1
"ATP1B1|ATP1B1",796,3629,3823,76,19,80
"DPT|DPT",21,118,80,4916,1408,2202
"XCL1|XCL1",169,189,607,114,19,32
"SFT2D2|SFT2D2",1521,4232,6479,26,90,24
"GPR161|GPR161",14,54,95,222,152,112
"TIPRL|TIPRL",410,1367,1461,471,96,147
"TTF2|TTF2",102,275,341,3377,1577,1707
"LOC107054896|LOC107054896",0,10,17,562,199,316
"ST3GAL6|ST3GAL6",38,77,178,51,35,23
"LOC107054901|LOC107054901",0,6,12,27466,13655,17929
"COL8A1|COL8A1",21,50,88,134,31,82
"LOC107054903|LOC107054903",0,0,0,50,53,62
"LOC107054902|LOC107054902",0,0,0,534,247,243
"DCBLD2|DCBLD2",457,1124,1564,1674,855,955
"LOC107054905|LOC107054905",4,4,6,1038,401,529
"CMSS1|CMSS1",118,305,384,0,0,0
"FILIP1L|FILIP1L",144,195,525,65,28,30
"TMEM30CP|TMEM30CP",652,820,2248,936,511,500
"TMEM45A|TMEM45A",11,13,43,78,125,18
"LNP1|LNP1",11,8,11,42871,18048,22382
"TBC1D23|TBC1D23",187,596,944,106,68,16
"NIT2|NIT2",1203,3694,3634,1026,438,445
"TOMM70|TOMM70",473,1097,1831,672,393,293
"TFG|TFG",735,2311,2340,606,161,147
"ABI3BP|ABI3BP",16,20,38,39,19,18
"IMPG2|IMPG2",34,71,162,5456,2830,1177
"TXNL4B|TXNL4B",65,173,197,0,0,0
"TRMT10C|TRMT10C",61,280,300,109,56,36
"PCNP|PCNP",674,2625,2849,348,205,169
"TRNAI-AAU_3",0,0,0,9460,3755,4485
"NXPE3|NXPE3",98,146,316,1794,929,864
"NFKBIZ|NFKBIZ",142,272,460,140,43,65
"CEP97|CEP97",82,220,417,497,163,216
"RPL24|RPL24",2787,12221,9017,2085,1250,1106
"LOC101751371|LOC101751371",24,38,102,19,9,10
"CBLB|CBLB",104,154,495,239,92,45
"BBX|BBX",312,559,1184,0,0,0
"CD47|CD47",1459,3380,7405,2494,1047,1117
"KIAA1524|KIAA1524",11,22,41,0,0,0
"HJURP|HJURP",10,11,48,3137,1063,1084
"TRAT1|TRAT1",84,80,341,352,168,228
"GUCA1C|GUCA1C",0,0,0,402,277,259
"LOC418414|LOC418414",150,328,180,1545,586,685
"LOC112530424|LOC112530424",14,25,46,5,6,0
"IFT57|IFT57",291,561,577,4035,2140,2559
"HHLA2|HHLA2",1895,3244,4078,5180,2393,2847
"LOC107054990|LOC107054990",42,44,120,2320,906,902
"MYH15|MYH15",68,212,200,54,82,0
"LOC107055007|LOC107055007",0,0,0,168,92,160
"NECTIN3|NECTIN3",138,432,690,590,382,382
"PLCXD2|PLCXD2",55,242,371,5,4,9
"TAGLN3|TAGLN3",0,7,7,193,96,142
"MIR7446",0,0,0,296,122,113
"MIR7446|MIR7446",0,0,0,3619,1564,1669
"ABHD10|ABHD10",216,495,666,420,168,221
"PHLDB2|PHLDB2",1733,3361,6879,402,262,228
"LOC418421|LOC418421",198,463,752,350,181,175
"CD200|CD200",112,136,545,88,42,38
"CGGBP1|CGGBP1",229,479,789,0,0,0
"ZNF654|ZNF654",195,474,911,12,9,4
"C1H3ORF38|C1H3ORF38",191,508,748,1416,746,734
"MGAT1|MGAT1",424,1423,1200,294,117,106
"ARL13B|ARL13B",78,245,370,46,35,36
"NSUN3|NSUN3",45,180,196,19,60,36
"LOC101750247|LOC101750247",8,8,0,109,123,133
