gene_id,CN_2w_2,CN_2w_1,CN_3hr_3,CN_4w_1,HT_3hr_1,HT_3hr_2,HT_3hr_3,HT_3hr_4
MAPKKK3L|MAPKKK3L,89,256,139,455,1,0,0,0
MYD88|MYD88,253,537,518,960,0,0,0,0
LOC112531984|LOC112531984,0,0,0,0,0,4,5,0
DLEC1|DLEC1,320,1099,1019,918,2181,558,596,530
ACAA1|ACAA1,1402,4907,2940,4732,1645,522,1150,727
LOC101749395|LOC101749395,4,0,0,0,39,14,11,30
XIRP1|XIRP1,8,10,28,25,657,184,325,147
MIR6610|MIR6610,0,0,0,1,14,16,6,20
MIR6610,0,0,0,0,5,0,11,2
OXSR1|OXSR1,191,452,217,703,291,426,156,117
SLC22A13L|SLC22A13L,536,1594,1028,1038,54,12,6,6
SLC22A13|SLC22A13,40,109,63,110,1852,621,797,703
CSRNP1|CSRNP1,388,1556,529,1176,177,64,69,67
GORASP1|GORASP1,1345,3721,2153,4464,659,297,261,272
WDR48|WDR48,298,573,438,964,364,144,182,92
EXOG|EXOG,177,482,417,502,0,0,0,0
MIR6600|MIR6600,0,0,0,0,0,0,0,0
MIR6600,0,0,0,0,4101,1056,1531,1083
ACVR2B|ACVR2B,9,41,11,5,2056,698,760,678
WDR86|WDR86,14,27,9,40,0,0,0,0
NUB1|NUB1,377,1381,793,1866,2,0,0,0
XYLB|XYLB,1064,2291,1313,2855,1704,635,624,540
LOC112531928|LOC112531928,0,0,0,0,0,0,0,0
C9ORF152|C9ORF152,174,741,406,789,6831,2208,1870,2407
CRYGN|CRYGN,343,954,679,1154,5,0,0,5
RHEB|RHEB,758,3186,1822,2029,16,14,0,13
PRKAG2|PRKAG2,346,996,552,1306,9,16,11,9
LOC112531929|LOC112531929,12,14,12,20,90,75,65,58
LOC112531930|LOC112531930,10,32,23,12,1134,578,632,506
ACTR3B|ACTR3B,215,906,580,924,71975,49791,53908,36981
GALNT11|GALNT11,288,1457,739,1922,5,9,4,0
KMT2C|KMT2C,688,1144,850,3102,236,177,102,105
MIR6554|MIR6554,0,0,0,0,199,210,135,109
MIR6554,0,0,0,0,262,212,131,146
XRCC2|XRCC2,61,140,117,158,55,56,56,30
LOC112531933|LOC112531933,6,7,4,22,360,162,113,137
LOC112531932|LOC112531932,4,0,0,3,176,75,54,53
PAXIP1|PAXIP1,112,342,241,499,214,85,86,57
DPP6|DPP6,0,0,4,0,499,192,219,219
LOC112531935|LOC112531935,0,0,0,0,485,166,254,114
LOC112531970|LOC112531970,0,0,0,0,2341,1305,1402,962
LOC107052613|LOC107052613,0,0,0,0,249,54,107,79
SHH|SHH,34,175,81,155,1,1,1,1
LOC107052611|LOC107052611,15,43,38,42,544,336,309,338
RBM33|RBM33,518,996,869,2250,914,263,276,186
LOC112531940|LOC112531940,3,0,0,0,428,191,203,132
NOM1|NOM1,97,423,261,552,2781,996,1530,1274
LOC112531942|LOC112531942,0,0,0,0,0,4,0,0
LMBR1|LMBR1,81,133,105,343,5,0,0,0
RNF32|RNF32,37,223,144,374,50,0,27,14
LOC112531943|LOC112531943,3,0,6,2,72,41,73,38
INSIG1|INSIG1,11499,28513,32502,25752,5325,1110,1055,2099
LOC112531936|LOC112531936,58,195,349,122,148,17,53,50
UBE3C|UBE3C,347,826,602,1643,115,70,60,98
LOC112531944|LOC112531944,0,10,17,37,2097,581,641,674
DNAJB6|DNAJB6,901,2312,1529,3007,48,84,41,4
NCAPG2|NCAPG2,17,35,37,22,496,273,333,251
WDR60|WDR60,61,96,132,209,203,132,117,99
PTPRN2|PTPRN2,12,35,30,64,334,135,167,111
MIR153-2|MIR153-2,0,0,0,0,1992,600,720,678
MIR153-2,0,0,0,0,179,213,135,89
ESYT2|ESYT2,1136,2351,1980,4093,0,0,0,0
VIPR2|VIPR2,77,59,74,587,74,34,24,27
ZMYND11|ZMYND11,840,1831,1322,2726,4,0,9,10
DIP2C|DIP2C,125,126,113,583,17085,7536,6283,6600
LOC112531946|LOC112531946,11,0,0,0,0,0,0,0
LARP4B|LARP4B,990,2050,2010,3262,953,327,381,424
LOC107052608|LOC107052608,11,0,13,22,363,168,157,184
GTPBP4|GTPBP4,473,1907,1284,1755,814,373,343,586
WDR37|WDR37,318,694,594,1087,5,1,1,1
IDI1|IDI1,3946,12211,5498,5724,1,0,0,1
PFKP|PFKP,105,195,141,494,0,0,7,0
LOC100858869|LOC100858869,1,1,1,3,781,410,339,212
PITRM1|PITRM1,236,635,422,1039,0,0,0,0
KLF6|KLF6,294,1051,425,1393,0,0,0,0
LOC107052604|LOC107052604,0,0,0,0,359,130,144,134
LOC101749139|LOC101749139,0,0,0,0,1,1,0,1
LOC112531951|LOC112531951,11,13,0,17,1,1,0,1
FZD8|FZD8,40,160,58,129,2041,938,1269,879
CCNY|CCNY,378,1038,777,1253,376,75,85,25
LOC107052602|LOC107052602,0,34,23,35,140,79,58,15
GJD4|GJD4,6,0,5,36,3268,1596,1965,1674
CREM|CREM,315,856,688,1051,0,0,0,0
CUL2|CUL2,342,1320,766,2228,16,26,36,7
LOC101749589|LOC101749589,839,1084,561,609,0,37,36,9
PARD3|PARD3,384,863,600,1615,6338,1675,2110,1855
LOC107052601|LOC107052601,0,3,0,0,31,19,60,29
LOC112531952|LOC112531952,0,0,0,3,883,351,308,314
LOC107052600|LOC107052600,0,0,7,6,39,64,55,23
NRP1|NRP1,459,1012,938,2120,2403,790,684,719
ITGB1|ITGB1,941,1941,1424,4268,20,6,9,8
EPC1|EPC1,260,664,453,1199,4,3,4,2
MIR1768|MIR1768,0,0,0,1,0,0,0,0
MIR1768,0,0,0,1,5,0,2,2
KIF5B|KIF5B,973,2679,1826,4068,199,108,165,96
LOC107052598|LOC107052598,10,20,5,42,10,5,6,10
ARHGAP12|ARHGAP12,187,492,336,971,1405,476,538,476
LOC101750758|LOC101750758,1,1,11,22,229,143,107,114
LOC107052596|LOC107052596,0,0,0,11,211,191,1589,121
ZEB1|ZEB1,202,390,299,844,23,13,0,17
LOC107052597|LOC107052597,0,0,0,2,4,0,0,0
LOC112531973|LOC112531973,2,13,12,14,2505,1765,66,1523
LOC107052595|LOC107052595,28,80,57,94,0,0,0,0
ZNF438|ZNF438,105,206,127,442,6412,2331,1494,1803
LOC112531956|LOC112531956,9,13,7,13,176,167,59,41
KIAA1462|KIAA1462,351,1179,949,1463,7193,2925,4342,3608
SVIL|SVIL,757,2044,1166,2536,0,0,0,0
MAP3K8|MAP3K8,13,63,58,129,0,0,0,0
MTPAP|MTPAP,612,1847,1246,2694,1412,785,236,295
BAMBI|BAMBI,848,3250,2097,3140,496,229,281,230
LOC107052590|LOC107052590,11,41,0,0,0,0,0,0
ARMC4|ARMC4,0,0,0,0,1617,458,1655,819
LOC107052589|LOC107052589,0,0,0,0,7249,2938,7758,4981
MKX|MKX,31,172,132,356,1336,678,534,505
WAC|WAC,583,1873,1238,2665,0,0,0,0
LOC107052592|LOC107052592,52,215,254,221,0,0,0,0
SSNA1|SSNA1,98,316,232,315,792,281,176,273
MPP7|MPP7,46,166,17,120,3025,992,3439,754
PTCHD3L|PTCHD3L,6,19,18,67,193,74,102,43
LOC420486|LOC420486,8,0,0,13,47,10,17,8
LOC101750112|LOC101750112,9,4,4,13,10,0,0,0
PTCHD3|PTCHD3,16,33,24,126,1404,546,494,449
RAB18|RAB18,656,1778,1210,2539,9588,4354,4376,4384
MASTL|MASTL,14,81,55,84,1578,622,595,655
YME1L1|YME1L1,4536,11520,7510,16943,0,0,0,0
ACBD5|ACBD5,1384,3799,3157,4891,0,0,3,13
MYO3A|MYO3A,0,5,12,0,1043,384,840,497
PDSS1|PDSS1,173,751,423,679,0,0,0,0
ABI1|ABI1,652,1809,1170,2119,0,0,0,0
xcc-b100_1894L|xcc-b100_1894L,302,872,596,1057,51,17,22,12
APBB1IP|APBB1IP,50,97,42,228,9,0,7,7
THNSL1|THNSL1,532,806,631,829,45,34,83,37
ENKUR|ENKUR,3,8,0,21,2585,1169,1126,1018
PRTFDC1|PRTFDC1,190,270,209,417,5319,2217,1697,1672
ARHGAP21|ARHGAP21,534,1109,835,2151,0,0,0,0
OTUD1|OTUD1,177,705,542,683,1037,352,336,434
ARMC3|ARMC3,7,0,6,13,1709,326,781,670
C10orf67|C10orf67,30,55,23,44,3702,2396,2300,1309
KIAA1217|KIAA1217,287,414,388,640,1763,783,842,799
LOC112531959|LOC112531959,0,2,0,8,13,8,14,15
LOC112531960|LOC112531960,8,7,0,0,34,16,19,0
PIP4K2A|PIP4K2A,261,593,423,1238,1149,431,340,465
LOC112531962|LOC112531962,0,31,0,86,2165,1825,1450,2381
LOC107052584|LOC107052584,7,0,5,16,3273,1017,1429,1806
SPAG6|SPAG6,17,66,30,64,2,3,4,0
LOC112531978|LOC112531978,15,79,47,53,0,3,0,0
BMI1|BMI1,199,637,415,528,0,1,0,0
DNAJC1|DNAJC1,600,2199,1243,1867,311,109,149,118
SKIDA1|SKIDA1,71,263,140,220,8,0,11,14
MLLT10|MLLT10,335,875,658,1461,640,210,216,269
NEBL|NEBL,135,331,332,448,347,215,271,193
LOC112531964|LOC112531964,0,4,0,17,62,26,16,33
LOC107052582|LOC107052582,41,41,43,97,3013,1296,1062,1698
MALRD1|MALRD1,9,0,0,7,0,0,0,0
ARL5B|ARL5B,366,752,757,1004,561,204,170,143
LOC107052622|LOC107052622,24,10,0,0,0,0,0,0
PLXDC2|PLXDC2,0,14,13,46,504,196,191,267
NSUN6|NSUN6,31,93,61,143,334,126,198,129
SLC39A12|SLC39A12,0,0,0,4,0,4,0,0
MMR1L3|MMR1L3,0,10,4,22,56242,9705,45966,65005
TRNAM-CAU_1,0,0,0,0,194,34,279,165
MMR1L4|MMR1L4,87,54,76,612,1904,869,798,976
CACNB2|CACNB2,23,47,29,135,4597,2101,2404,2024
MRC1|MRC1,581,541,717,2130,39,10,6,8
STAM|STAM,367,890,534,1348,58,0,20,31
HACD1|HACD1,53,155,95,129,73,36,24,34
MIR1661|MIR1661,0,0,1,0,0,0,0,0
MIR1661,0,0,1,0,0,0,0,0
TRDMT1|TRDMT1,61,198,174,214,15,0,6,0
VIM|VIM,121,362,235,532,198,138,129,129
CUBN|CUBN,0,18,5,10,6521,2348,3925,3256
C1QL3|C1QL3,0,9,4,10,360,149,155,110
PTER|PTER,208,1011,801,1337,4517,2201,2520,2217
RSU1|RSU1,653,1459,818,1945,830,138,205,240
FAM188A|FAM188A,143,397,306,468,5238,1994,3097,2298
ITGA8|ITGA8,76,179,143,101,36,20,31,19
FAM171A1|FAM171A1,148,311,218,353,2358,859,1358,1020
ACBD7|ACBD7,10,114,62,32,1678,783,785,883
OLAH|OLAH,0,0,0,0,14486,2377,5162,10006
RPP38|RPP38,55,292,74,144,0,0,0,0
NMT2|NMT2,509,1437,989,1871,0,0,0,0
DBF4|DBF4,74,188,100,302,391,315,171,174
SLC25A40|SLC25A40,0,3,0,0,1123,414,322,497
RUNDC3B|RUNDC3B,47,144,96,178,1,0,0,0
ADAM22|ADAM22,6,26,10,38,1289,437,282,337
LOC107052578|LOC107052578,0,0,8,9,18,10,0,6
SRI|SRI,311,913,774,1385,213,67,68,62
STEAP4|STEAP4,103,76,60,174,1336,1287,819,525
STEAP2|STEAP2,10,4,0,10,42,23,38,44
CFAP69|CFAP69,0,3,7,10,1439,774,932,661
LOC107052576|LOC107052576,0,0,0,0,17,18,13,8
ZNF804B|ZNF804B,0,0,4,4,2423,918,959,1060
LOC112531968|LOC112531968,46,201,105,5916,2859,935,837,995
LOC112531967|LOC112531967,21,118,42,6525,1846,1264,1127,834
CROT|CROT,1522,4664,3060,5418,2,0,0,0
ABCB1LA|ABCB1LA,634,1124,1271,1315,4,0,0,0
ABCB1|ABCB1,2826,6708,5437,10772,0,0,0,0
LOC107052579|LOC107052579,1,4,4,1,2509,768,891,977
MIR466|MIR466,0,0,0,0,4599,2458,1947,2158
MIR466,0,0,0,0,1106,499,576,554
GTPBP10|GTPBP10,60,17,165,295,0,0,0,0
CLDN12|CLDN12,469,1787,926,1702,0,0,0,0
LOC107052575|LOC107052575,0,0,5,4,5130,2058,1999,2008
PTTG1IP|PTTG1IP,385,1299,742,1360,37,14,14,10
FZD1|FZD1,29,111,58,223,1279,597,538,511
CDK14|CDK14,43,29,26,73,12,11,8,6
GATAD1|GATAD1,52,211,162,212,858,411,441,538
ANKIB1|ANKIB1,263,580,458,994,2,0,0,0
LOC107052573|LOC107052573,0,0,0,0,12,0,17,4
KRIT1|KRIT1,173,436,411,1072,14,7,5,0
LOC420552|LOC420552,0,6,4,30,117,47,44,44
ACCSL|ACCSL,8,66,32,35,472,243,222,308
PEX1|PEX1,298,1038,754,1467,14,0,4,4
EFCAB1|EFCAB1,0,7,10,9,2967,1225,706,1047
RBM48|RBM48,66,180,148,211,3067,1124,1228,1390
FAM133B|FAM133B,378,1469,1022,1882,156,58,65,76
CYP51A1|CYP51A1,8208,25191,9453,11391,3439,1383,1446,1561
AKAP9|AKAP9,778,1495,1590,2846,5034,3151,2438,2375
HEPACAM2|HEPACAM2,0,0,0,6,0,0,6,0
SAMD9L|SAMD9L,73,40,74,335,3,0,0,0
TFPI2|TFPI2,46,117,131,212,195,92,139,83
LOC112531972|LOC112531972,1,0,0,0,3895,1703,1574,1436
VPS50|VPS50,199,624,414,1004,317,160,215,183
CALCR|CALCR,0,0,0,0,59,0,39,57
MIR489|MIR489,0,0,0,0,0,53,0,0
MIR489,0,0,0,0,0,0,0,0
LOC107052572|LOC107052572,0,0,0,0,366,75,132,178
CDK6|CDK6,4843,10299,7757,17965,197,99,30,0
MIR1650|MIR1650,1,1,1,1,0,4,4,4
ERR2984226.3650|MIR1650,1,1,1,1,28,26,14,18
LOC112531971|LOC112531971,36,125,86,113,4,10,12,7
ACAD6L|ACAD6L,754,2507,1252,2863,3305,1676,1768,1849
GNG11|GNG11,47,180,65,154,76,37,30,37
BET1|BET1,334,1404,651,1507,84,28,50,50
COL1A2|COL1A2,321,764,369,404,21543,12749,14456,14359
CASD1|CASD1,194,423,322,616,8307,4271,5405,4612
SGCE|SGCE,36,57,21,108,0,0,5,0
LOC101751337|LOC101751337,0,0,0,0,14,0,15,10
ASB4|ASB4,0,0,0,0,0,0,0,0
MIR6601|MIR6601,0,0,0,0,679,239,230,234
MIR6601,0,0,0,0,3700,1727,2054,1490
PDK4|PDK4,356,1439,1096,1380,1370,577,724,652
DYNC1I1|DYNC1I1,47,106,122,87,250,112,116,102
LOC107052570|LOC107052570,6,0,6,13,12,27,20,0
PPP1R9A|PPP1R9A,125,311,186,598,1706,908,1235,1301
PON2|PON2,7698,28356,16261,21408,3047,1136,1118,1538
DLX6|DLX6,0,0,0,5,428,310,334,297
DLX5|DLX5,0,8,0,6,1437,562,524,811
DLX6OS1|DLX6OS1,0,0,0,0,0,0,0,0
SLC25A13|SLC25A13,2376,6156,4510,9050,0,0,0,0
SEM1|SEM1,620,2871,1440,1948,508,621,935,740
SDHAF3|SDHAF3,186,532,351,418,94,64,57,71
ASNS|ASNS,382,1057,708,2079,9,24,16,22
C1GALT1|C1GALT1,288,858,552,1113,1327,611,657,496
MIOS|MIOS,321,600,472,1057,11,11,12,4
MIR1685|MIR1685,1,3,2,5,5,0,0,0
ERR2984226.3677|MIR1685,1,1,0,1,58,119,69,82
UMAD1|UMAD1,133,304,262,376,50,29,77,33
LOC101752305|LOC101752305,53,100,48,207,919,471,453,325
RPA3|RPA3,41,197,174,176,2302,1022,1398,881
ICA1|ICA1,19,31,16,73,185,121,153,153
LOC107052568|LOC107052568,5,35,15,141,1539,589,780,856
GLCCI1|GLCCI1,1276,4201,3748,5331,157,376,276,489
NDUFA4|NDUFA4,1806,8125,4492,4796,32,16,15,36
PHF14|PHF14,147,370,256,572,158,49,57,88
THSD7A|THSD7A,37,122,59,254,0,0,8,0
LOC112531690|LOC112531690,0,2,0,2,41,39,21,73
LOC395159|LOC395159,0,17,0,18,32,42,32,23
VWDE|VWDE,38,163,133,56,1689,715,677,995
LOC101747332|LOC101747332,8,5,10,5,117,56,91,68
TMEM106B|TMEM106B,2644,7568,5853,13297,0,0,0,0
LOC101748265|LOC101748265,0,6,0,4,8,0,10,0
LOC107052563|LOC107052563,5,0,0,0,8,0,0,8
SCIN|SCIN,334,361,283,1892,101,16,18,20
ARL4A|ARL4A,627,1082,666,1643,45,18,27,21
ETV1|ETV1,16,33,21,54,1,0,0,0
MEOX2|MEOX2,7,10,0,21,482,204,166,213
SOSTDC1|SOSTDC1,4,5,0,16,4378,1574,781,1223
LRRC72|LRRC72,2,0,0,0,1882,689,811,833
ISPD|ISPD,80,116,83,289,5,0,0,0
AGMO|AGMO,2500,8532,4541,7887,207,108,105,71
BZW2|BZW2,223,767,615,1100,1,0,0,1
ANKMY2|ANKMY2,284,941,734,1321,1,0,0,0
AGR2|AGR2,16,47,22,61,295,123,146,129
TSPAN13|TSPAN13,429,2263,1350,1697,569,416,249,215
LOC112531697|LOC112531697,15,21,25,25,17,7,0,0
AHR|AHR,416,623,526,1899,2314,572,233,721
LOC112531698|LOC112531698,0,0,0,0,3,0,0,0
TWIST1|TWIST1,0,0,0,0,1609,827,621,616
TWISTNB|TWISTNB,27,118,116,160,605,309,344,309
SNX13|SNX13,907,1793,1437,2754,8,0,0,0
LOC107052559|LOC107052559,0,0,0,0,467,202,255,209
MACC1|MACC1,0,0,0,19,698,293,348,299
LOC107052557|LOC107052557,0,0,0,0,166,122,104,107
SP8|SP8,2,0,1,0,54,27,57,102
ABCB5|ABCB5,28,19,10,41,0,0,0,0
ITGB8|ITGB8,18,0,0,44,2967,1731,1878,1813
LOC112531700|LOC112531700,0,0,0,0,0,0,0,4
LOC112531701|LOC112531701,6,0,5,2,188,76,95,123
HDAC9|HDAC9,70,44,31,298,302,158,151,133
SP4|SP4,139,202,218,591,28,10,17,14
LOC112531702|LOC112531702,4,0,0,0,7,3,6,2
LOC107052553|LOC107052553,0,0,0,0,1550,1019,941,855
IL6|IL6,27,59,75,122,572,201,101,175
RAPGEF5|RAPGEF5,87,208,185,516,0,0,0,0
LOC101750420|LOC101750420,72,15,63,159,14956,6218,5922,7633
CDCA7L|CDCA7L,470,3220,1154,3381,8038,4013,7088,6374
DNAH11|DNAH11,277,289,287,569,2989,850,2418,1624
LOC107052556|LOC107052556,23,65,73,89,4,1,8,3
LOC107052552|LOC107052552,74,362,254,326,9,16,0,7
LOC112531995|LOC112531995,0,2,1,2,16,25,10,0
LOC112531703|LOC112531703,0,0,19,45,1,0,0,0
TOMM7|TOMM7,496,3424,1697,1767,134,70,864,98
FAM126A|FAM126A,223,294,353,1224,0,0,0,2
NUPL2|NUPL2,47,223,116,251,282,98,1118,149
LOC107052550|LOC107052550,0,5,0,0,0,0,0,0
KLHL7|KLHL7,200,603,498,867,0,0,0,0
IGF2BP3|IGF2BP3,3,9,0,35,295,78,109,49
MALSU1|MALSU1,254,1154,761,1127,2711,1269,1585,1665
STK31|STK31,3,0,0,0,0,0,7,0
TRA2A|TRA2A,1083,2887,2111,4156,2230,1103,1361,1145
FAM221A|FAM221A,53,127,97,161,296,125,138,123
CCDC126|CCDC126,170,609,462,1004,0,0,4,4
DFNA5|DFNA5,11,14,6,14,42,40,38,21
MPP6|MPP6,1269,3319,2020,5278,211,178,147,112
OSBPL3|OSBPL3,173,495,405,1306,1222,560,585,547
LOC107052547|LOC107052547,0,0,0,14,0,0,0,0
CYCS|CYCS,1395,7202,3046,4441,1316,515,521,619
LOC101747260|LOC101747260,0,0,0,0,31844,7294,5144,9655
SNX10|SNX10,157,624,304,618,3946,1530,1873,2097
LOC107052546|LOC107052546,0,8,4,5,213,369,125,254
HOXA2|HOXA2,7,12,6,19,0,0,0,0
HOXA7|HOXA7,11,0,16,43,1213,554,451,529
HOXA3|HOXA3,15,44,15,46,297,235,405,170
HOXA5|HOXA5,24,39,27,71,1,3,3,1
HOXA4|HOXA4,8,59,27,63,10,13,10,0
HOXA6|HOXA6,4,10,6,17,63,32,38,25
SKAP2|SKAP2,245,984,623,928,2181,685,704,769
HNRNPA2B1|HNRNPA2B1,4025,14132,8390,16114,16,15,5,6
CBX3|CBX3,771,2318,1359,2511,0,0,0,0
HIBADH|HIBADH,1071,3277,1579,3563,263,119,145,107
JAZF1|JAZF1,19,18,29,58,2027,824,1003,991
LOC112531709|LOC112531709,0,0,0,13,22521,5179,4779,8920
TRIL|TRIL,11,13,17,10,1,1,1,1
TAX1BP1|TAX1BP1,1325,2818,1663,4192,1,1,1,1
PRR15|PRR15,0,0,4,6,152,75,124,89
WIPF3|WIPF3,81,235,133,315,5093,2093,2625,2247
SCRN1|SCRN1,28,36,33,46,110,100,145,131
CHN2|CHN2,64,132,114,314,1440,677,595,558
FKBP14|FKBP14,71,336,147,346,1334,508,463,224
CREB5|CREB5,73,224,145,316,177,59,27,36
BTD|BTD,395,966,499,1193,976,411,476,535
PLEKHA8|PLEKHA8,107,374,210,704,0,0,0,0
COLQ|COLQ,41,176,116,226,0,0,0,0
HACL1|HACL1,1288,4408,2321,5363,4086,928,2558,1947
GALNT15|GALNT15,19,17,10,51,0,0,0,0
ANKRD28|ANKRD28,270,582,488,771,208,129,55,38
DAZL|DAZL,0,0,0,0,8,4,0,0
OXNAD1|OXNAD1,278,1127,690,1205,691,294,289,252
DPH3|DPH3,310,1180,578,1073,27023,14153,12496,11981
RFTN1|RFTN1,207,288,206,872,16285,6454,4560,6046
PLCL2|PLCL2,67,79,68,386,0,29,4,3
LOC101752157|LOC101752157,8,0,13,47,2141,1666,1442,1493
LOC112531713|LOC112531713,0,15,0,19,10,59,7,0
TBC1D5|TBC1D5,429,1240,719,2481,735,324,522,341
LOC107052543|LOC107052543,0,0,0,0,1832,777,542,649
SATB1|SATB1,246,735,626,1102,1630,575,793,830
LOC112531796|LOC112531796,78,116,97,138,1077,510,510,638
LOC107052542|LOC107052542,22,26,19,92,4,0,3,5
KCNH8|KCNH8,0,0,0,0,1,0,1,1
RAB5A|RAB5A,881,2086,1989,3229,84,53,28,24
PP2D1|PP2D1,7,5,14,5,117,18,4,4
LOC107052540|LOC107052540,10,0,11,18,614,369,487,349
ENS-1|ENS-1,3,3,4,2,166,114,137,167
SGO1|SGO1,31,55,102,47,205,117,144,93
KAT2B|KAT2B,2079,3694,3103,5750,6643,5322,8568,5503
ZNF385D|ZNF385D,14,21,23,44,6522,4310,4055,3689
UBE2E2|UBE2E2,38,232,92,266,876,328,350,426
NR1D2|NR1D2,105,268,87,477,152,164,115,114
UBE2E1|UBE2E1,247,739,464,941,2,0,0,0
NKIRAS1|NKIRAS1,23,160,118,105,0,0,10,20
RPL15|RPL15,3041,17931,9759,8288,30,65,0,19
THRB|THRB,496,1050,957,1736,8,13,0,9
LOC107052539|LOC107052539,9,49,56,56,17972,10017,9107,10951
RARB|RARB,8,13,4,45,2286,825,765,581
LOC112531715|LOC112531715,0,0,0,0,833,590,446,571
TOP2B|TOP2B,733,1723,1479,2953,0,0,0,0
OXSM|OXSM,76,236,110,125,0,0,0,0
NGLY1|NGLY1,534,1398,916,2092,0,0,0,0
LOC101748968|LOC101748968,0,19,22,15,108,55,39,35
LRRC3B|LRRC3B,25,122,92,68,21,14,0,5
LOC112531717|LOC112531717,15,23,26,23,429,124,232,169
EOMES|EOMES,105,151,97,546,16563,7390,5180,6041
SLC4A7|SLC4A7,47,75,67,360,6,0,0,0
NEK10|NEK10,0,0,62,24,6,9,18,0
LOC101749416|LOC101749416,6,0,5,15,4,0,5,0
CMC1|CMC1,342,1165,576,1114,1200,695,676,562
AZI2|AZI2,695,2224,1553,2774,1867,961,741,757
LOC107052535|LOC107052535,4,0,0,0,78,256,15,26
TGFBR2|TGFBR2,151,196,53,614,3166,1941,2361,1849
GADL1|GADL1,14,27,7,56,16,29,18,0
RBMS3|RBMS3,79,273,169,397,42,49,38,45
STT3B|STT3B,2277,9039,4716,11621,2626,1812,1312,1820
CMTM7|CMTM7,109,197,158,720,0,0,0,0
CMTM6|CMTM6,127,281,211,439,4,2,0,0
MIR1622|MIR1622,0,0,0,1,5804,1462,1917,2492
MIR1622,0,0,0,1,0,0,0,0
GPD1L|GPD1L,102,215,126,400,116,100,114,59
CMTM8|CMTM8,16,32,45,74,0,25,5,10
OSBPL10|OSBPL10,515,1757,1137,1608,0,0,0,0
DYNC1LI1|DYNC1LI1,329,1236,858,1586,322,141,88,73
CNOT10|CNOT10,163,404,341,658,0,58,15,0
TRIM71|TRIM71,0,0,0,5,0,0,0,0
TCAIM|TCAIM,573,1806,1449,2860,0,0,0,0
TOPAZ1|TOPAZ1,163,302,122,287,59,33,5,12
LOC101750511|LOC101750511,0,31,14,12,0,5,0,4
LOC112531718|LOC112531718,10,0,0,0,644,421,408,339
LOC107049140|LOC107049140,6,14,0,22,0,0,0,0
LOC101750587|LOC101750587,9,13,6,41,217,112,129,108
BCORL|BCORL,23,22,12,43,317,214,71,300
ANO10|ANO10,104,209,99,240,3561,1128,997,915
SNRK|SNRK,265,639,434,1045,964,547,688,833
ABHD5|ABHD5,2623,4974,4577,9222,88,63,77,93
POMGNT2|POMGNT2,39,109,76,111,461,275,329,167
FAM198A|FAM198A,5,0,5,6,338,161,242,221
ENTPD3|ENTPD3,577,2154,558,1235,0,2,0,1
LOC112531720|LOC112531720,0,0,0,0,2104,1486,1674,1067
RPL14|RPL14,2153,10506,6878,7657,26,0,0,17
MIR1723|MIR1723,23,95,87,55,1003,633,412,579
ERR2984226.3931|MIR1723,1,1,1,1,233,122,142,131
NOD1|NOD1,225,734,422,791,0,3,0,10
GGCT|GGCT,175,786,221,413,1280,637,752,737
ZNRF2|ZNRF2,1352,3993,2852,5507,0,0,0,4
METTL6|METTL6,210,517,343,618,6,3,0,4
EAF1|EAF1,206,634,432,880,14,16,11,26
SH3BP5|SH3BP5,328,844,531,1026,1462,677,607,599
CAPN7|CAPN7,183,343,373,832,5191,2472,2847,2783
PIK3R4|PIK3R4,191,590,395,853,127,149,113,135
LOC100859709|LOC100859709,3,8,0,9,1347,543,715,646
LOC107052529|LOC107052529,3,0,0,0,58,27,8,7
ASTE1|ASTE1,25,136,70,119,10710,2595,3917,3202
NEK11|NEK11,0,26,13,0,862,634,631,978
LOC776146|LOC776146,0,0,0,10,0,0,4,0
ATP2C1|ATP2C1,472,1208,970,2289,5315,2117,2038,2177
LOC112531721|LOC112531721,43,83,49,153,600,193,141,204
MRPL3|MRPL3,557,1860,1076,1883,18976,7259,8033,8531
ACPP|ACPP,5,6,14,30,3161,1692,1593,1603
CPNE4|CPNE4,0,14,47,92,0,0,4,4
LOC107052528|LOC107052528,0,0,0,0,9,5,4,0
UBA5|UBA5,438,1650,946,2308,25,19,5,8
DNAJC13|DNAJC13,380,739,633,2049,1162,623,678,535
ACAD11|ACAD11,1234,4275,1711,3527,42,35,15,34
ACKR4|ACKR4,35,117,65,263,37,19,17,23
NPHP3|NPHP3,301,722,718,1435,102,53,43,28
CDV3|CDV3,962,4987,2266,4965,122,48,42,44
TOPBP1|TOPBP1,95,220,148,392,8,4,11,4
CCR8L|CCR8L,3,0,12,26,5204,2261,1974,2100
XCR1|XCR1,25,26,10,75,43,55,36,18
CCR5|CCR5,59,82,41,274,0,0,0,0
CCR2|CCR2,275,287,258,1497,7549,3426,4312,3625
CCR9|CCR9,9,30,7,39,31,12,33,11
LZTFL1|LZTFL1,22,96,62,126,130,19,8,72
FYCO1|FYCO1,558,1226,895,2049,6,29,0,0
SLC6A20|SLC6A20,9,62,69,57,291,150,166,138
SNRPD1|SNRPD1,126,1146,661,579,608,291,117,235
SACM1L|SACM1L,894,2778,2060,3766,109,41,54,55
LIMD1|LIMD1,252,870,451,705,568,203,258,171
LOC107052526|LOC107052526,13,13,18,35,2363,1020,1023,693
