"genes","logFC","logCPM","PValue","FDR"
"TESPA1",-0.9385153,-0.089346769,0.059835724,0.065441378
"LOC100859149",-0.55933358,3.287248153,0.059988823,0.065604205
"RUSC1",0.433865421,4.209880105,0.06007957,0.065698826
"AURKA",-0.793869463,1.000979461,0.060245399,0.065875533
"RAPSN",0.560020912,1.993125874,0.060368382,0.066005368
"LOC112530294",0.845575594,1.806483958,0.060386082,0.066020078
"LOC112532672",1.301284308,-1.526568934,0.060631891,0.066284161
"MILR1",-1.526638147,2.161486009,0.060820042,0.066485178
"MGAT5B",-0.543162041,2.997757525,0.060967353,0.066641525
"LOC107054062",0.859441272,-0.930768704,0.061138867,0.066824305
"N4BP2",-0.51096889,6.166131343,0.061200596,0.066887073
"DKK3",-0.530382783,2.909638224,0.061303521,0.066994852
"C2CD2L",0.849268841,3.709284082,0.061656741,0.06737613
"EMSY",0.72246087,3.242668248,0.061664155,0.067379496
"NAA60",-0.413233516,4.03073469,0.061926206,0.067661081
"SH2D2A",1.203511507,0.724298341,0.062298027,0.068062553
"ATF7",-0.578264706,3.813593044,0.062318982,0.068080664
"CENPQ",0.585260288,3.982482524,0.062471173,0.068242132
"TCEANC",-0.804892458,3.330684466,0.062476089,0.068242707
"CAMSAP2",0.388599124,4.468678472,0.062703413,0.068486203
"RNF41",-0.604797931,4.964315339,0.062865981,0.068658941
"LOC107057459",1.194561461,1.991595855,0.063131542,0.068944131
"LOC107057416",0.562612032,4.41380169,0.063376337,0.069206604
"DUSP1",0.437163344,4.55782109,0.06343151,0.069261988
"IGFBP2",0.621879967,2.82207285,0.063534904,0.069370015
"TK1",0.655992652,2.074821553,0.063917546,0.0697829
"C20orf27",-0.606949454,3.185541353,0.063946413,0.069809514
"RTEL1",-0.767988725,1.89633129,0.064345203,0.070239937
"ANAPC13",0.756624544,2.36480659,0.06453661,0.070443934
"ARHGAP27",-0.616686485,2.671501494,0.064567957,0.070473204
"LOC107054095",1.108213091,0.803549724,0.064749691,0.070666599
"LOC107054704",-0.67815302,2.820772822,0.065482386,0.071461233
"FAM83H",-0.568365426,2.992514404,0.065780483,0.07178151
"SLC16A2",0.457648557,5.06482166,0.065844178,0.071845974
"LOC101747873",-0.867189518,4.518436287,0.065932943,0.071937781
"DTNA",-1.206090617,2.309174942,0.0661567,0.072176853
"HMGN3",0.547027129,4.944405673,0.066294899,0.072322554
"TMEM184C",0.44351673,5.196245186,0.066372988,0.072402663
"MAGI1",0.389610375,5.360282422,0.066419477,0.072448293
"JOSD1",-0.447321214,5.275675732,0.066620442,0.072662403
"PRICKLE1",-0.798757682,1.747776353,0.066717584,0.072763251
"TCEA2",-0.454178792,3.505279994,0.06686746,0.072921593
"SRSF4",0.472349536,3.087881276,0.06690645,0.072958997
"FGD6",0.457789795,3.887594181,0.066935507,0.072985565
"SAMD7",1.055327637,-0.971384567,0.067130214,0.073192738
"AGBL5",0.55847705,2.007900531,0.067392274,0.073473313
"VPS13C",-0.468202978,6.212248387,0.067416368,0.073494428
"TSEN54",0.394353846,3.829187899,0.067501065,0.073581603
"LOC107054199",-0.675549255,1.768024296,0.067613492,0.073698991
"OGFOD2",-0.810042903,3.328069869,0.068552164,0.07471691
"L3MBTL4",0.671283221,1.411763334,0.068619815,0.074783044
"PRRC2C",0.492172074,6.525694439,0.068623685,0.074783044
"LOC101749492",-0.594758782,3.059736367,0.068627269,0.074783044
"DMGDH",0.638303332,6.974747399,0.068915013,0.075091336
"CELF2",-1.15377015,0.693836456,0.06913133,0.075321761
"SEL1L3",0.430139577,4.947275979,0.070018,0.076282484
"STAT2",-0.547190626,5.934508572,0.070101558,0.076368167
"SULT1B1",-0.397659982,6.127692811,0.070305262,0.076584716
"DOPEY1",-0.374787387,4.76277146,0.070499371,0.076790783
"SHTN1",0.448240924,4.846520569,0.070575611,0.076868442
"CALB1",0.738207813,2.500902678,0.070648335,0.076942261
"TAB2",-0.4103798,5.492809781,0.070957363,0.077273408
"LOC112531208",0.710063737,2.070559561,0.071449486,0.077803887
"GCLC",-0.439819693,5.78948981,0.071910755,0.078300696
"ACADS",0.418367879,6.170154011,0.072043121,0.078439331
"OPN1LW",-0.92088826,2.263680242,0.072242678,0.078651098
"SLC12A9",-0.396735746,4.019526761,0.072589891,0.07902358
"DCAF10",0.548305366,5.249005465,0.072669908,0.079105151
"HIP1",0.675441608,2.437945572,0.072762075,0.079199934
"GATA3",-0.750850714,1.221026714,0.072869085,0.079310861
"CCDC77",1.522793976,-0.794523376,0.073035035,0.079485918
"ALK",-0.753713302,1.762353001,0.073062237,0.079509958
"DIMT1",-0.533147628,3.138514752,0.07309765,0.07954293
"NTSR1",0.526430858,4.560503619,0.073162063,0.079607451
"GGCT",0.549785649,4.280805756,0.073480002,0.079947806
"PHLDB1",-0.763650199,2.748649788,0.073514749,0.079980014
"LOC107050978",0.570740269,2.202891179,0.074364677,0.080899029
"SLC26A11",-0.563846587,3.381568986,0.074497809,0.081036501
"SPHK1",0.585893826,2.990834568,0.074501468,0.081036501
"PCYT1A",0.547951829,4.751166589,0.074845478,0.081404993
"ALDH3B1L1",-0.759077336,0.197149867,0.074868994,0.081424874
"FMNL1",-0.764011896,3.471360634,0.075226017,0.081807438
"RIC8B",0.428857762,4.458371567,0.075577901,0.082184361
"PLA2G15",0.528470226,4.201476488,0.075642267,0.082248602
"LOC107053589",-0.893580688,-0.793296096,0.076050574,0.082686787
"ATG3",-0.399060079,4.730122308,0.076553413,0.083227685
"DOK1",-0.695831005,2.331742273,0.076885273,0.083582634
"SLC25A30",-0.531561096,4.677184107,0.076900344,0.083593174
"LOC112531123",-0.96974522,-1.184879321,0.076913523,0.083601656
"LOC107051858",0.583213892,4.198165017,0.077180184,0.08388564
"SEMA3C",0.690532587,0.580995127,0.07724883,0.083954382
"CENPC",0.64368191,1.076778084,0.077403238,0.084116315
"LOC112531189",1.076860935,0.46876194,0.07753328,0.084251747
"LOC107052275",1.581426008,-0.257415829,0.07776825,0.084501173
"SNAP47",2.151391411,3.109964237,0.077829089,0.08456137
"COPS2",0.433623301,5.308302261,0.078148681,0.084902675
"PDE6C",0.794469874,-0.670408134,0.078275301,0.085033613
"TAB1",-0.446389127,3.259651914,0.078280139,0.085033613
"CAPN10",-0.504202826,6.470400919,0.078594014,0.085368603
"MSANTD3",-0.768713914,0.142994122,0.078765667,0.085549076
"TMEM154",1.010036654,-0.146357516,0.07906679,0.085870134
"TUB",1.044545821,-0.623762109,0.079292743,0.086109515
"CPNE2",-0.614538701,1.437978588,0.079306647,0.086118601
"TSN",0.436852678,4.308512611,0.0793354,0.086143808
"MMP24",-0.587898976,3.729662924,0.079834638,0.086679836
"ZWILCH",-0.427684166,3.417719258,0.079938904,0.086786982
"POLH",0.360978439,4.416527195,0.080339391,0.087215689
"MAN1A2",-0.388211581,6.326991359,0.080570893,0.087460899
"BCOR",-0.495648355,3.899238737,0.080756511,0.087656272
"RBFOX2",-0.379795847,4.292522271,0.081493524,0.08845008
"FGF12",-1.106161501,-1.314079574,0.081510337,0.088462154
"TOR1A",0.676553612,5.523854152,0.082070036,0.089063373
"POLR1B",-0.450204639,4.935798133,0.082219475,0.089219319
"LOC107054694",-1.217959682,-0.049852475,0.082247139,0.089243111
"ADAMTSL2L",-0.662236263,2.393374549,0.082384596,0.089386022
"HPF1",-0.570954063,3.75667592,0.082800854,0.089831388
"LOC100857839",-1.776304153,-0.186120401,0.083036033,0.090080251
"MRPS18C",-0.530600837,3.460070843,0.083638741,0.090727759
"PHLDA2",0.860088953,0.171150542,0.083732301,0.090822913
"ZDHHC3",-0.396861711,4.326466772,0.083898367,0.090996695
"EDNRB2",-0.447666883,5.770688899,0.084832458,0.092003398
"NUP50",0.453913911,6.171237683,0.085372371,0.092582493
"SLC35A1",0.462524735,2.844910534,0.085464847,0.092676316
"MAZ",-0.51288011,3.273365752,0.085507749,0.092716372
"LOC107049770",-1.066446735,-1.275199537,0.085523642,0.092727139
"EFNA5",-0.807329698,0.172757493,0.085704645,0.092916909
"LOC112531017",-1.379570025,-1.014424198,0.085892446,0.093114023
"STX5",0.582110206,2.622672585,0.086932047,0.09423446
"UTP6",-0.345499092,4.799477363,0.0869764,0.094275967
"GPR89B",0.511702659,3.680394805,0.087396913,0.094725169
"BRI3BP",-0.385112405,4.84643139,0.087490306,0.094819784
"PNKD",0.583639818,3.007473868,0.087576142,0.094906196
"LOC107054991",0.810532347,-0.970595665,0.087609113,0.094935311
"BMP2",0.922094651,0.230632239,0.087675875,0.095001035
"SUOX",-0.513123335,5.088174423,0.0880695,0.095420898
"DST",0.494285372,3.300268557,0.088186124,0.0955406
"PGD",-0.344391578,5.287249252,0.088273975,0.095629115
"LOC107050768",0.486129678,3.415696081,0.088562512,0.095935009
"NR2F1",0.365963952,4.134942807,0.089113585,0.096525234
"BRAT1",-0.580929578,3.264896304,0.089267653,0.096685381
"LOC107052850",-0.507560233,2.393797001,0.089360877,0.09677961
"LOC107051594",0.460727634,4.113178636,0.089421846,0.09683585
"PCNX4",-0.535699645,3.845147295,0.08942526,0.09683585
"ERBB3",0.414889947,5.344141928,0.090215281,0.097684536
"SFRP2",-0.76090359,0.676390791,0.090687902,0.09818945
"CLDN3",0.818596471,1.376302858,0.090703094,0.098199061
"FGFR1OP",-0.526848289,2.788819167,0.090972102,0.098483444
"HEXA",-0.511707174,3.729467863,0.091075866,0.098588912
"LOC107054678",0.854968495,-0.97253537,0.091219515,0.098737537
"LMBRD2",-0.490226034,3.711981164,0.091257655,0.098771945
"HS2ST1",0.421949431,3.601908864,0.091368563,0.098885103
"LOC107056600",-0.466206092,4.269500898,0.091816968,0.099363481
"LOC101747773",-1.278769868,-1.013714353,0.092004344,0.099559329
"PFDN2",0.492853786,3.617909048,0.092419946,0.100002099
"DFNA5",-0.711157893,-0.618808873,0.092597568,0.100187321
"LOC107050990",-1.523524446,-0.410149032,0.092821517,0.100422638
"MRPS24",0.603484104,2.75847818,0.09289638,0.10049664
"AXIN2",-0.518707132,3.557305114,0.09321723,0.100836726
"PPP6R2",-0.370968649,5.727944626,0.093465336,0.101098078
"RPUSD3",-0.6840839,2.838501959,0.094100363,0.101777885
"MSANTD2",-0.410096072,3.347300732,0.09418644,0.101863899
"MTFR2",-1.085007668,0.028473064,0.094706427,0.102419149
"HSPB11",-0.873547688,0.742340339,0.094899266,0.102620555
"P2RY13",0.861320253,0.392263942,0.095334797,0.103084353
"MYOM1",-0.956856704,3.305183577,0.095364213,0.103108992
"NCOA7",-0.368520105,4.497413762,0.095452568,0.103197346
"PPP2R2C",-0.596323934,2.003524972,0.095859754,0.103630366
"AK1",1.42343377,-0.901535936,0.096497946,0.104313039
"LOC422224",0.535464386,3.083207285,0.096780533,0.10461124
"AKIP1",0.585168707,0.217937314,0.096910702,0.104744659
"TNNT1",-1.3987868,-0.750734851,0.097580614,0.105461394
"SF3B6",-0.424050107,5.259525634,0.097786394,0.105676449
"AP5Z1",-0.360357942,4.577409491,0.097918086,0.105811414
"LOC101750362",-0.814303903,1.386532576,0.098033721,0.105929009
"LOC107053292",-0.98588959,-1.473847022,0.098196951,0.106098012
"ALPL",-0.597394454,2.814660524,0.098352113,0.106258275
"MRPS6",-0.393309777,8.395850205,0.098450576,0.106357264
"UBE2A",-0.402879367,4.337789822,0.09873383,0.106655857
"LOC107057625",0.592235318,4.148482024,0.098904278,0.106832559
"WWP2",-0.334553961,4.974429857,0.099010506,0.106939874
"HAUS6",-0.452845843,3.390370664,0.099256032,0.107197617
"LOC107050762",0.453857781,3.643663561,0.099339994,0.107280847
"SCN4A",0.477485216,6.306203362,0.099384499,0.107321455
"LOC101751399",0.406385324,4.848924211,0.099696807,0.107651229
"LOC112530015",0.891685291,-1.213317418,0.099751,0.107702267
"LOC112530646",-0.683224409,-0.350758651,0.09977417,0.107717407
"CHST9",-1.089328673,-0.835930942,0.099778877,0.107717407
"NEK8",0.509079507,1.83533726,0.099932108,0.107875341
"RAD51D",0.555524575,2.722010564,0.10033039,0.108297762
"NDUFB5",0.374302149,6.008424858,0.100734468,0.108726381
"GSTT1L",-0.486917217,3.277964081,0.101296472,0.109325385
"PTPRN",0.869713229,-1.540867757,0.101362078,0.109388599
"GPR183",0.681153827,1.131249483,0.101859155,0.109917409
"LOC107050034",0.858381002,2.30966944,0.101884237,0.109936846
"ATP6V1C2",0.774970996,-0.06442533,0.102176888,0.110244977
"AGGF1",-0.451219773,3.422054614,0.102306443,0.110377103
"FYB",-0.523823782,3.963316776,0.102369388,0.110437352
"LOC771456",-0.719350988,2.683972329,0.103321976,0.111457282
"NCK2",-0.828594795,3.782452741,0.103489336,0.111630076
"MAFF",0.6839675,3.386712391,0.103695663,0.111844875
"ELMO3",0.447825037,4.548658496,0.103713812,0.111856691
"SHE",-0.452072267,5.0403812,0.103924475,0.112076121
"TSKU",1.202856011,0.425493502,0.104213803,0.11238035
"LOC101748935",-0.809038927,-1.035298283,0.104471628,0.112650566
"CDCA4",0.461147527,3.555819091,0.104761454,0.11295525
"PTH1R",0.766669677,1.015320876,0.104778181,0.112965453
"PHOSPHO2",-0.442175834,3.928322257,0.104848359,0.113033276
"ANXA4L",0.503189154,2.134608392,0.105018456,0.113208804
"FUCA2",-0.45932326,4.513715997,0.105101607,0.113290585
"IFT88",0.441328737,3.729910249,0.105350516,0.113551017
"LOC107050733",0.520532959,2.014091142,0.105766449,0.113991425
"SFMBT1",1.126737959,1.92992886,0.106062405,0.114302474
"RRAD",-0.713984864,0.250317689,0.106223392,0.114468035
"LOC107053086",-0.674123857,0.917901959,0.106811177,0.115093465
"PUS1",0.359539887,3.891134202,0.109238984,0.117701372
"MRPL46",-0.348771898,4.583358339,0.109963887,0.118474222
"DSN1",-0.45082613,3.88380168,0.110937945,0.119515384
"CENPS",-0.56277607,0.385577611,0.111445185,0.120053525
"MANBAL17",-0.346956782,4.561456337,0.111577349,0.120187571
"GATC",-0.331673932,3.904663549,0.111775728,0.120392919
"PFKFB2",0.342590592,4.543761676,0.112064598,0.120695699
"LOC420807",-0.874329018,1.12744972,0.112148169,0.120777341
"PAK3",-0.345147796,4.457239267,0.112343713,0.120979552
"BCCIP",0.381736013,4.426549887,0.11281425,0.121477847
"BPNT1",-0.392585258,5.709425664,0.112955809,0.121621855
"LYPD1",-0.633002493,0.548223612,0.112966749,0.121625213
"SHROOM4",0.666122195,0.249067132,0.113175052,0.121841046
"RAD51B",0.617840639,4.331884745,0.113297751,0.121964696
"PDIA2",-0.519277002,0.913595433,0.113517321,0.122192603
"LOC107052260",0.768589581,0.982373967,0.11430869,0.123032028
"PGS1",0.329387223,3.887620347,0.114312974,0.123032028
"PEA15L1",-0.474422487,1.651984409,0.115344141,0.124133254
"SLC31A2",-0.564844698,1.86952738,0.115491665,0.124283418
"CYP8B1",0.574300388,6.477178901,0.115574773,0.124364246
"PBX4",0.631881965,1.779007861,0.115720044,0.124506849
"DDX54",0.326198375,4.705576089,0.115723312,0.124506849
"LOC112530909",-1.485352373,-1.177794311,0.11622113,0.125033802
"PRKCH",-0.551405229,2.698683244,0.116236356,0.125041532
"TLR3",0.387884182,4.457935799,0.117045431,0.125903185
"HOXB5",0.701400197,-0.360238875,0.11730602,0.126174767
"NAB1",0.512115859,4.663253905,0.117782022,0.126677995
"RELL1",0.802782557,3.939989695,0.118052992,0.126960649
"PHLDA1",0.664724279,1.947705328,0.118126548,0.127030969
"SLC4A5",0.436224128,2.997510138,0.118260525,0.127166252
"ABCA9",0.503948777,3.446010288,0.118922287,0.127869006
"MYO15L",-0.963740946,2.219868067,0.119240434,0.128202223
"AKAP10",-0.350310043,4.695195624,0.119619576,0.128600969
"LOC107054551",0.714707424,-0.280157296,0.119849755,0.128839522
"GTF2B",0.324944404,4.710943047,0.120757348,0.129806219
"CNKSR3",0.386087101,3.854389088,0.121360798,0.130445871
"YTHDF1",-0.405415803,5.236075547,0.121438316,0.13052017
"FTSJ3",0.392919147,4.684853248,0.122356948,0.131498413
"CLDN25",-1.641078175,-0.365556456,0.123577549,0.132801029
"CLIC6",0.594646625,2.16639077,0.12370972,0.132933878
"MTCL1",-0.617595552,0.959065401,0.124615476,0.133897917
"POLR2C",0.322462341,5.329163692,0.124916519,0.13421211
"SLC35C1",0.328824829,5.10880248,0.126397928,0.135794375
"PDCD2",0.429609777,3.76185691,0.127047211,0.136482496
"NOP14",0.414901966,3.608812861,0.127455151,0.136903594
"KCTD21",0.433219794,4.971641356,0.127456806,0.136903594
"PIP5K1B",-0.606610819,1.467000794,0.127515036,0.136956679
"FAM206A",-0.380353567,2.737279087,0.127899164,0.137359763
"ID3",0.358096038,6.689154087,0.128103858,0.137570096
"CCDC170",-0.872147207,-0.84519754,0.128251854,0.137719517
"TSEN2",-0.53031248,2.987109615,0.128480356,0.137955361
"BCL2L15",1.052288603,4.612533243,0.128637984,0.138115076
"LOC107054141",-0.594254305,-0.057704832,0.128731409,0.138205842
"PDE6G",0.516326622,0.712298384,0.129307164,0.138814388
"PI4KA",0.350574812,6.560790588,0.129979036,0.139526025
"SLC12A8",-0.814921373,2.82304207,0.130302374,0.139863458
"ZRANB3",0.647498185,0.668455573,0.130449228,0.140011423
"DYNC1I1",-0.75318042,1.497480024,0.13053565,0.14009451
"LOC107054809",0.421672304,2.656279606,0.130988116,0.140570407
"ITGA7",0.995514227,-0.42577087,0.131774407,0.14140446
"LRRC75A",-1.02481102,0.64136615,0.13207829,0.141720771
"E2F4",-0.451991174,4.211945264,0.132160309,0.141798993
"LOC107055210",0.762370286,0.663722173,0.133393844,0.143112617
"HAPLN1",-0.595879701,0.641603663,0.1345794,0.144374589
"LOC112531488",1.031643894,-1.048626095,0.135350683,0.145191992
"PSMD4",0.876021513,5.44578298,0.135732378,0.145591397
"EMP2",-0.635555951,2.295710038,0.135933734,0.145797321
"PPIC",0.456926321,2.053915731,0.136109111,0.145975355
"LHFPL5",-1.392650393,-0.24232617,0.136219228,0.146083379
"MTG2",-0.476138122,3.472212667,0.136786684,0.146681811
"LOC112530167",0.657428169,1.039335044,0.13733159,0.14725598
"KCNIP3",-0.73138248,-0.821501347,0.137353435,0.147269249
"PCYOX1L",0.446059053,4.476216974,0.13801065,0.147963707
"FEM1B",-0.35631763,5.543787848,0.13825392,0.148214302
"LOC107052035",-0.430679621,2.102410886,0.138282967,0.148235222
"CNGB1",0.727742295,0.271694413,0.138691314,0.14866271
"SUSD6",0.310404133,5.767185217,0.138922736,0.148900507
"TIMM9",-0.347367126,3.558399529,0.138966716,0.148937379
"LOC107053686",0.767941589,1.767280987,0.14014373,0.150188491
"NRAP",0.513169281,4.113238103,0.142063547,0.152235418
"TMEM184A",0.380152593,4.191867753,0.142172893,0.152342095
"ACAD8",0.391820353,4.76950083,0.143113986,0.153339935
"FAM151BL",-0.398279524,2.456189865,0.143239799,0.153464164
"PPM1K",-0.566989532,4.174138771,0.143810726,0.154065229
"BAK1",0.366598659,4.778950772,0.144060761,0.154322461
"FCN2",0.519780384,0.80323726,0.144713903,0.155011448
"VPS4A",0.338452452,5.4790931,0.144971581,0.155276765
"SPTLC2",-0.360844463,3.513838927,0.14520797,0.155519246
"MROH1L1",0.369373529,4.368481565,0.14555319,0.155868856
"EPT1L",-0.694062237,0.013579138,0.145554448,0.155868856
"LOC107049916",-0.464456612,1.544425169,0.145728694,0.156044704
"LOC112532944",-1.075899413,-1.269404953,0.145754415,0.156061499
"PRKD3",-0.317673046,4.410036543,0.145815296,0.156115936
"WDR17",-0.852702644,-1.091490522,0.145852344,0.15614485
"LOC107050886",-0.695562234,-0.813957686,0.14591791,0.156204289
"RWDD2B",0.438248013,2.712289597,0.146298508,0.156600937
"PLCG2",-0.437977186,3.781463375,0.146383346,0.156680963
"FSD1L",1.306826041,-0.58587018,0.146471401,0.156764422
"FGF23",0.754103884,1.527691176,0.146623637,0.156916556
"TMEM221",-0.448637936,4.522680876,0.147217975,0.157541773
"WDR31",-0.63260485,1.066521357,0.147306642,0.157625811
"FAM65B",0.613977443,2.874456988,0.148511561,0.158904202
"CASZ1",-0.478858958,2.413801351,0.148633976,0.159024242
"CIITA",0.566350705,1.933062442,0.149254402,0.159677052
"CYP26B1",-0.78894169,0.056088268,0.149831185,0.160283085
"LOC107054098",0.60565577,1.813210009,0.150514079,0.16100254
"GTSF1L",-0.790792081,2.175983755,0.151170808,0.16169391
"LOC107054940",-0.825005726,2.646985094,0.151317162,0.16183932
"DNAH7",-0.670839814,1.64317775,0.152913389,0.163535296
"MCEE",0.476537789,3.966628138,0.154046639,0.164735935
"ZNF185L",-0.605791682,3.518991243,0.154144945,0.164829728
"SSNA1",-0.419555759,3.123268562,0.154425585,0.165118466
"IL1B",-0.559883745,0.817256611,0.154504549,0.165191538
"ERAP1",-0.332252261,5.482417229,0.155092956,0.165809244
"NDUFAF3",0.384169553,3.898272392,0.155896093,0.166656418
"GBE",0.748409603,1.241009971,0.156104693,0.166867944
"DNAL1",0.489152706,1.288909527,0.157791685,0.168659658
"WDR82",-0.29673453,5.461151731,0.15846489,0.169367588
"LOC101747455",0.984578215,3.117600207,0.158670274,0.169575448
"UTP20",0.336692903,4.146809327,0.159385338,0.17032795
"AMY2A",-0.412889686,1.862377717,0.15964484,0.170593545
"BCL9",0.371941865,4.291452558,0.16008876,0.171056154
"C5H11orf74",-0.576185886,3.431643633,0.160399841,0.171376771
"LOC776273",0.298190495,5.313466652,0.160411261,0.171377197
"TBC1D9B",0.285186362,6.193438939,0.160545111,0.171508414
"LOC107050103",-0.43572632,5.998921435,0.161034142,0.172019022
"NXT2",-0.306694165,4.108024592,0.161563999,0.172573168
"CMC1",0.350443924,4.58495959,0.161606426,0.172606629
"STK16",0.397068066,2.868252431,0.161624746,0.172614341
"ATXN3",-0.326132877,4.842447244,0.162085273,0.173094293
"AKR1B10L4",-0.354108219,4.463361941,0.162126891,0.173120991
"MRPL28",0.377920814,5.224501977,0.16213254,0.173120991
"POPDC2",0.685581085,2.092127804,0.162567254,0.173573249
"DDX25",-0.499890529,2.406944549,0.163069498,0.174097542
"KCNH1",1.153726606,-1.652603019,0.163090194,0.174107683
"NUF2",0.765619696,0.385493228,0.164464377,0.175562645
"NTPCR",-0.456950942,3.104039516,0.164602996,0.175698558
"PRDM15",0.74005108,3.08842267,0.164786784,0.175882661
"UBE2E2",-0.433248967,3.151852641,0.164821693,0.175907846
"LOC101749719",1.404289502,-1.254301198,0.164836168,0.175911222
"LOC107054723",-0.526547768,0.596661505,0.16510876,0.176190037
"CHD1Z",0.648975105,3.621245501,0.165727202,0.17683785
"PPIL6",-0.984895677,-1.046974052,0.165808684,0.176912655
"LOC425431",0.418856118,3.848260246,0.165996346,0.177100733
"LOC107055055",-0.381197327,2.758617588,0.166344179,0.177459658
"LOC107053537",-0.617134255,0.332269602,0.167482001,0.178661255
"RHOQ",-0.628450447,-0.639220814,0.168051994,0.179256997
"SERPINF1",0.36648235,5.133281854,0.169342631,0.180621298
"NKAIN4",-0.842800985,0.252997251,0.169429853,0.180701935
"LOC112531132",-0.475297424,1.002551203,0.170221224,0.181533505
"LOC112530072",-0.650078493,1.408069743,0.17065649,0.181985216
"SOCS4",-0.964461612,1.437783598,0.170901937,0.182227603
"PSMD1",0.337243655,7.039413888,0.170907226,0.182227603
"LOC101750030",1.077205265,-1.31934983,0.171035855,0.182352249
"GALNT2",-0.304817641,4.383604768,0.171271042,0.182590477
"C17H9orf78",0.638630199,4.121083143,0.172473565,0.18385987
"LEF1",1.170371565,-0.926627328,0.17277531,0.18416891
"ATXN7",0.292591403,4.283559482,0.173300791,0.184716383
"FAM120B",-0.312593785,4.296870904,0.173795582,0.185231069
"HAUS3",0.404799912,1.819376708,0.174186351,0.185634826
"LOC112531968",-0.746574193,4.473154439,0.174424423,0.185875807
"CETN2",0.440032669,4.196283679,0.174517225,0.185961957
"GCH1",-0.276007696,5.683913963,0.174697455,0.186141252
"DACT1",-0.514930165,2.116856608,0.1754499,0.186930178
"USP42",0.403592964,2.725682025,0.175567331,0.187042477
"BOK",-0.558192582,1.902703069,0.175711197,0.187182922
"LOC101749147",0.415841724,3.283238592,0.176681369,0.188203541
"RAD51C",0.504291044,2.308370619,0.17725633,0.188803064
"LOC107049847",0.765525958,1.124996111,0.177462,0.189009185
"TMBIM1",0.318471738,6.244641882,0.177509955,0.189047312
"KIF27",0.70267695,1.120457855,0.177573594,0.189102136
"COX7A2L",0.358157372,5.614616988,0.177829768,0.189361973
"NUP58",0.362283368,3.233200414,0.1781758,0.189717453
"ZNF541",0.749856185,-0.12860397,0.178229611,0.189761756
"TMEM45A",-1.062536874,0.308658317,0.178601876,0.190145089
"RHOT2",0.30412884,4.238380152,0.179703343,0.191304648
"MED17",0.280842786,4.154032556,0.180113733,0.191728406
"IST1",0.272829803,6.537164446,0.180479841,0.192104971
"GCSH",0.386879943,7.573201542,0.18185543,0.193553648
"COQ3",0.309981393,3.959915553,0.181865746,0.193553648
"LOC107051996",1.093121265,-0.620348803,0.182017977,0.193702405
"LOC107049163",-1.051864196,-1.307670642,0.182133008,0.193811556
"C1D",0.407367837,2.54789805,0.18220309,0.193872865
"LOC112532224",0.892490091,-0.015690685,0.183289244,0.195015241
"UBE4B",0.304498087,6.297082898,0.183390881,0.195110031
"NRK",-0.369100409,4.123609864,0.184868273,0.196668376
"CAMKV",0.596422508,-0.368117665,0.185311204,0.197126093
"ADAP2",-0.508556691,1.978662608,0.18552742,0.197342594
"MOCOS",0.426957537,7.94238138,0.185923612,0.19775049
"LOC112532892",0.858988712,-1.508480493,0.185941034,0.197755494
"NRF1",0.431394567,3.579540564,0.186168399,0.197983765
"TMEM241",0.36207917,5.194732583,0.186309074,0.198119819
"SLC22A4",-0.45918911,2.744317321,0.186559725,0.198372793
"DDAH1",0.655269977,1.29626625,0.186764381,0.198576829
"LOC101751892",0.330160564,3.509321204,0.187344274,0.199179779
"FGF10",-0.58176557,0.273980085,0.18779872,0.199649285
"LARGE1",-0.366325457,3.400747738,0.18911549,0.201035402
"PRLR",-0.340780402,6.122752331,0.189137832,0.201045409
"E2F5",-0.597412557,4.528075062,0.190773253,0.20276993
"UBR2",-0.290177612,4.997575902,0.190789684,0.202773534
"TBC1D7",-0.295795397,3.736900765,0.191703376,0.203730693
"ANKRD13A",0.294453207,4.884991071,0.192508883,0.204572755
"B3GNT7",-0.582238311,-0.441545411,0.193158306,0.205248849
"ANO9",0.487991141,1.738361578,0.193347646,0.205436003
"MRPL41",-0.416294453,4.208499242,0.193903481,0.206012512
"CD244",-0.465605053,2.898480419,0.194065562,0.206170628
"SLC25A33",-0.309081338,4.657390776,0.196199827,0.208423781
"MFAP5",0.682427216,-1.380412795,0.196343918,0.208562602
"MUM1",0.331991028,3.631647698,0.196380364,0.208587067
"RTP2",0.505217829,2.676975389,0.19640619,0.20860025
"ATOH8",0.584074062,1.648578565,0.197443536,0.209687678
"RBP5",0.414826202,3.803109981,0.197494126,0.209727082
"LOC112533358",0.523795549,2.482480047,0.197743533,0.209977597
"FAM173A",0.309133548,5.505339695,0.198015984,0.210252547
"LOC112530451",0.522042943,0.129693648,0.198283514,0.210522234
"CYP26A1",1.148902976,-1.4896348,0.199843479,0.212163999
"RUNX2",-0.733509415,-0.259195061,0.199892386,0.212201434
"KIF23",0.520220656,0.743120993,0.200243936,0.21256012
"EPS15L1",-0.280009567,4.338345152,0.201212714,0.213573905
"SH3BP2",-0.355153093,4.759337126,0.201445875,0.213806795
"RNPEP",-0.283429126,6.267956828,0.201754339,0.214119572
"RREB1",-0.379059769,4.900701433,0.202046627,0.21441514
"LMINA",0.336633073,3.034163696,0.202165164,0.214526294
"LPCAT2",0.447995269,2.828952015,0.202815005,0.215201182
"PELO",-0.354497756,4.356395264,0.203285347,0.215685531
"EXOC6",0.322829465,3.036367533,0.203449186,0.215844637
